Date,commodity,average_price,Arrival,temperature_avg,wind_speed,air_pressure,rainfall_mm,diesel,USD_to_NPR,month
2022-10-21,Tomato_Big,47.7906976744186,2525.0,18.1,5.8,1022.5,0.0,175.0,130.50982666015625,10
2022-10-23,Tomato_Big,47.713178294573645,5550.0,18.3,6.0,1022.4,0.4,175.0,130.83135986328125,10
2022-10-29,Tomato_Big,47.48062015503876,6750.0,17.3,5.3,1020.5,0.6,175.0,130.83135986328125,10
2022-10-31,Tomato_Big,47.4031007751938,3000.0,17.2,5.4,1020.7,0.0,175.0,130.83135986328125,10
2022-11-01,Tomato_Big,47.36434108527132,4200.0,16.9,5.6,1021.0,0.0,175.0,130.87747192382812,11
2022-11-02,Tomato_Big,47.325581395348834,13600.0,16.4,5.1,1018.6,0.0,175.0,130.4618682861328,11
2022-11-03,Tomato_Big,47.286821705426355,2000.0,16.3,4.8,1018.6,0.0,175.0,130.55751037597656,11
2022-11-05,Tomato_Big,47.2093023255814,10000.0,16.9,5.7,1022.8,0.1,175.0,128.32830810546875,11
2022-11-06,Tomato_Big,47.17054263565892,3750.0,16.4,6.9,1022.6,1.6,175.0,128.32830810546875,11
2022-11-07,Tomato_Big,47.13178294573643,2500.0,16.3,6.8,1021.5,0.0,175.0,128.32830810546875,11
2022-11-08,Tomato_Big,47.093023255813954,7350.0,16.4,4.8,1021.7,0.0,175.0,129.68569946289062,11
2022-11-09,Tomato_Big,47.054263565891475,7350.0,16.8,5.2,1021.6,1.1,175.0,128.7771453857422,11
2022-11-10,Tomato_Big,47.01550387596899,16750.0,16.2,6.3,1021.7,0.2,175.0,128.45095825195312,11
2022-11-11,Tomato_Big,46.97674418604651,5000.0,15.3,5.9,1020.7,0.0,175.0,129.0600128173828,11
2022-11-13,Tomato_Big,46.89922480620155,4000.0,14.0,5.4,1019.5,0.0,175.0,126.64834594726562,11
2022-11-14,Tomato_Big,46.86046511627907,2600.0,14.4,6.0,1020.6,0.0,175.0,126.64834594726562,11
2022-11-15,Tomato_Big,46.82170542635659,500.0,14.4,5.7,1019.4,0.0,175.0,128.40284729003906,11
2022-11-16,Tomato_Big,46.78294573643411,4800.0,14.7,6.0,1017.9,0.8,175.0,127.99000549316406,11
2022-11-18,Tomato_Big,46.70542635658914,1750.0,14.4,6.1,1020.1,0.0,175.0,128.87606811523438,11
2022-11-22,Tomato_Big,46.55038759689923,6000.0,13.6,5.4,1017.5,0.0,175.0,129.2400665283203,11
2022-11-23,Tomato_Big,46.51162790697674,2000.0,13.5,6.0,1017.8,0.0,175.0,129.00730895996094,11
2022-11-24,Tomato_Big,46.47286821705426,5000.0,14.0,5.6,1018.8,0.0,175.0,129.31593322753906,11
2022-11-26,Tomato_Big,46.395348837209305,750.0,14.6,6.2,1018.0,0.0,175.0,128.91612243652344,11
2022-11-27,Tomato_Big,46.356589147286826,4000.0,14.3,6.0,1016.2,0.0,175.0,128.91612243652344,11
2022-11-28,Tomato_Big,46.31782945736434,1075.0,13.6,5.8,1017.7,0.0,175.0,128.91612243652344,11
2022-11-30,Tomato_Big,46.24031007751938,3750.0,13.7,4.8,1020.5,0.0,175.0,129.11392211914062,11
2022-12-01,Tomato_Big,46.201550387596896,18550.0,12.9,5.4,1019.4,0.0,175.0,128.51414489746094,12
2022-12-03,Tomato_Big,46.12403100775194,2750.0,12.8,6.1,1019.3,0.0,175.0,128.36061096191406,12
2022-12-04,Tomato_Big,46.08527131782946,7025.0,12.7,5.3,1019.4,0.0,175.0,128.36061096191406,12
2022-12-05,Tomato_Big,46.04651162790698,14250.0,12.6,5.1,1020.6,0.0,175.0,128.36061096191406,12
2022-12-07,Tomato_Big,45.968992248062015,12100.0,12.2,6.7,1018.0,0.0,175.0,130.5340576171875,12
2022-12-08,Tomato_Big,45.93023255813954,11125.0,12.4,5.0,1019.2,0.0,175.0,130.2432403564453,12
2022-12-11,Tomato_Big,45.81395348837209,15750.0,12.1,6.1,1018.1,0.0,175.0,130.2299346923828,12
2022-12-12,Tomato_Big,45.775193798449614,2300.0,12.0,5.6,1017.4,0.0,175.0,130.2299346923828,12
2022-12-13,Tomato_Big,45.736434108527135,3000.0,11.8,5.6,1017.5,0.0,175.0,130.33612060546875,12
2022-12-15,Tomato_Big,45.65891472868217,23450.0,12.3,6.4,1016.6,0.0,175.0,130.48304748535156,12
2022-12-16,Tomato_Big,45.62015503875969,6475.0,12.6,5.3,1016.5,0.0,175.0,130.82472229003906,12
2022-12-20,Tomato_Big,45.46511627906977,10500.0,11.6,6.7,1016.5,0.0,172.0,130.60044860839844,12
2022-12-24,Tomato_Big,45.310077519379846,2000.0,10.7,5.5,1018.0,0.0,172.0,130.89654541015625,12
2022-12-25,Tomato_Big,45.27131782945737,1350.0,10.4,5.7,1018.4,0.0,172.0,130.89654541015625,12
2022-12-26,Tomato_Big,45.23255813953489,4000.0,10.7,6.2,1020.0,0.0,172.0,130.89654541015625,12
2022-12-27,Tomato_Big,45.1937984496124,15500.0,9.9,6.2,1017.2,0.0,172.0,130.8731231689453,12
2022-12-28,Tomato_Big,45.15503875968992,10500.0,9.1,6.7,1017.4,0.0,172.0,131.02357482910156,12
2022-12-30,Tomato_Big,45.07751937984496,250.0,9.0,5.1,1022.0,0.0,172.0,130.82012939453125,12
2022-12-31,Tomato_Big,45.03875968992248,4500.0,8.9,5.5,1020.9,0.0,172.0,130.53590393066406,12
2023-01-01,Tomato_Big,45.0,10000.0,9.6,6.2,1022.4,0.2,172.0,130.53590393066406,1
2023-01-02,Tomato_Big,46.67,10375.0,9.7,5.4,1023.0,0.0,172.0,130.53590393066406,1
2023-01-03,Tomato_Big,45.0,30650.0,9.7,4.8,1023.1,0.0,172.0,130.8606414794922,1
2023-01-04,Tomato_Big,55.0,22975.0,8.8,6.3,1022.8,0.7,172.0,131.0754852294922,1
2023-01-05,Tomato_Big,46.67,48750.0,9.1,6.0,1024.5,0.0,172.0,130.8909149169922,1
2023-01-06,Tomato_Big,36.67,51275.0,9.6,6.3,1025.0,0.0,172.0,130.79022216796875,1
2023-01-07,Tomato_Big,45.0,47750.0,10.3,6.5,1023.3,0.0,172.0,130.6701202392578,1
2023-01-08,Tomato_Big,45.0,60500.0,10.3,5.5,1022.2,0.0,172.0,130.6701202392578,1
2023-01-09,Tomato_Big,45.0,61150.0,10.6,5.1,1022.9,0.0,175.0,130.6701202392578,1
2023-01-10,Tomato_Big,45.0,45750.0,10.9,6.3,1020.4,0.0,175.0,130.1795654296875,1
2023-01-11,Tomato_Big,46.67,0.0,10.4,6.8,1017.9,0.0,175.0,129.2992706298828,1
2023-01-12,Tomato_Big,46.67,52750.0,10.4,7.1,1016.0,0.0,175.0,128.9485626220703,1
2023-01-13,Tomato_Big,46.67,66050.0,10.4,7.3,1016.9,0.0,175.0,128.89466857910156,1
2023-01-14,Tomato_Big,45.0,66050.0,10.5,8.5,1016.3,0.0,175.0,128.13937377929688,1
2023-01-15,Tomato_Big,45.0,21000.0,9.4,6.8,1014.8,0.0,175.0,128.13937377929688,1
2023-01-16,Tomato_Big,45.0,32500.0,9.0,6.4,1016.5,0.0,175.0,128.13937377929688,1
2023-01-17,Tomato_Big,45.0,55500.0,9.1,5.6,1017.1,0.0,175.0,129.17074584960938,1
2023-01-18,Tomato_Big,45.0,76250.0,8.8,6.5,1019.2,0.0,175.0,129.36073303222656,1
2023-01-19,Tomato_Big,56.67,59500.0,8.2,5.3,1020.7,0.0,175.0,128.3594207763672,1
2023-01-20,Tomato_Big,56.67,79425.0,9.5,5.8,1019.7,0.0,175.0,128.574462890625,1
2023-01-21,Tomato_Big,56.67,79425.0,10.5,9.1,1019.0,0.0,175.0,128.26292419433594,1
2023-01-22,Tomato_Big,56.67,59250.0,10.8,8.1,1019.3,0.0,175.0,128.26292419433594,1
2023-01-23,Tomato_Big,55.0,114550.0,11.6,7.9,1018.5,0.0,175.0,128.26292419433594,1
2023-01-24,Tomato_Big,56.67,46250.0,12.3,9.3,1019.6,0.0,175.0,128.68270874023438,1
2023-01-25,Tomato_Big,56.67,53900.0,13.3,7.0,1019.4,0.0,175.0,129.09756469726562,1
2023-01-26,Tomato_Big,55.0,11250.0,13.2,8.5,1019.0,0.0,175.0,129.02120971679688,1
2023-01-27,Tomato_Big,55.0,32750.0,12.9,8.0,1018.6,0.0,175.0,129.00128173828125,1
2023-01-28,Tomato_Big,56.0,45100.0,12.4,7.1,1017.2,0.0,175.0,128.92628479003906,1
2023-01-29,Tomato_Big,55.0,97400.0,12.5,6.4,1019.6,0.0,175.0,128.92628479003906,1
2023-01-30,Tomato_Big,45.0,34250.0,13.3,4.8,1022.1,0.0,175.0,128.92628479003906,1
2023-01-31,Tomato_Big,45.0,42500.0,14.8,7.2,1018.7,0.0,175.0,128.74024963378906,1
2023-02-01,Tomato_Big,45.0,62000.0,13.4,7.4,1017.4,0.0,175.0,129.62547302246094,2
2023-02-02,Tomato_Big,45.0,29000.0,13.2,6.4,1018.2,0.0,175.0,129.5894775390625,2
2023-02-03,Tomato_Big,46.67,21000.0,12.8,7.2,1018.4,0.0,175.0,129.90171813964844,2
2023-02-04,Tomato_Big,46.0,5000.0,13.0,7.0,1015.8,0.0,175.0,130.57302856445312,2
2023-02-05,Tomato_Big,45.0,7000.0,12.7,7.9,1015.5,0.2,175.0,130.57302856445312,2
2023-02-06,Tomato_Big,46.67,0.0,12.7,7.3,1015.2,1.0,175.0,130.57302856445312,2
2023-02-07,Tomato_Big,46.67,20575.0,12.4,7.4,1013.6,0.1,165.0,130.67970275878906,2
2023-02-08,Tomato_Big,45.0,5950.0,12.2,7.2,1015.7,0.0,165.0,130.687255859375,2
2023-02-09,Tomato_Big,46.67,12000.0,12.3,6.4,1016.5,0.0,165.0,130.32583618164062,2
2023-02-10,Tomato_Big,46.67,4000.0,13.1,8.5,1016.7,0.0,165.0,130.30828857421875,2
2023-02-11,Tomato_Big,45.0,0.0,13.7,8.7,1016.6,0.0,165.0,130.38449096679688,2
2023-02-12,Tomato_Big,45.0,14000.0,12.8,8.4,1015.5,0.0,165.0,130.38449096679688,2
2023-02-13,Tomato_Big,56.67,12000.0,11.7,8.5,1014.8,0.0,165.0,130.38449096679688,2
2023-02-14,Tomato_Big,55.0,12000.0,12.7,7.2,1017.5,0.0,165.0,130.69410705566406,2
2023-02-15,Tomato_Big,56.67,22000.0,14.9,8.1,1017.2,0.0,165.0,130.7747802734375,2
2023-02-16,Tomato_Big,56.67,14250.0,16.2,6.7,1019.7,0.0,165.0,131.19140625,2
2023-02-17,Tomato_Big,45.0,0.0,15.3,7.3,1021.1,0.0,165.0,130.64938354492188,2
2023-02-18,Tomato_Big,41.0,2000.0,15.5,6.8,1020.5,0.0,165.0,130.14878845214844,2
2023-02-19,Tomato_Big,37.67,625.0,16.2,6.6,1019.5,0.0,165.0,130.14878845214844,2
2023-02-20,Tomato_Big,42.0,18125.0,15.4,8.2,1018.0,0.0,165.0,130.14878845214844,2
2023-02-21,Tomato_Big,38.33,13000.0,15.8,7.2,1018.0,0.0,165.0,130.73768615722656,2
2023-02-22,Tomato_Big,55.0,42000.0,16.0,8.9,1016.3,4.8,165.0,130.99293518066406,2
2023-02-23,Tomato_Big,55.0,6550.0,15.8,8.8,1015.9,0.1,165.0,130.83522033691406,2
2023-02-24,Tomato_Big,55.0,31800.0,15.3,9.9,1018.7,0.0,165.0,130.7313690185547,2
2023-02-25,Tomato_Big,55.0,24875.0,15.1,10.1,1021.8,2.4,165.0,130.72315979003906,2
2023-02-26,Tomato_Big,55.0,46000.0,12.9,8.0,1023.6,5.1,165.0,130.72315979003906,2
2023-02-27,Tomato_Big,55.0,7000.0,13.7,6.8,1022.5,1.1,165.0,130.72315979003906,2
2023-02-28,Tomato_Big,56.67,18000.0,14.9,7.1,1022.4,0.8,165.0,130.95318603515625,2
2023-03-01,Tomato_Big,55.0,19475.0,15.9,6.8,1023.5,0.7,165.0,130.6326904296875,3
2023-03-02,Tomato_Big,55.0,32060.0,16.3,7.8,1022.7,0.5,165.0,130.40316772460938,3
2023-03-03,Tomato_Big,45.0,14000.0,16.8,7.9,1022.8,0.3,165.0,130.5618133544922,3
2023-03-04,Tomato_Big,45.0,10000.0,17.4,8.9,1023.2,1.5,165.0,129.53060913085938,3
2023-03-05,Tomato_Big,45.0,50425.0,17.4,7.8,1021.7,0.6,165.0,129.53060913085938,3
2023-03-06,Tomato_Big,46.67,12000.0,17.1,8.1,1019.5,0.0,165.0,129.53060913085938,3
2023-03-07,Tomato_Big,56.67,6000.0,16.9,6.8,1020.6,0.0,165.0,129.45068359375,3
2023-03-08,Tomato_Big,56.67,4000.0,13.6,6.1,1023.4,7.0,165.0,128.89407348632812,3
2023-03-09,Tomato_Big,65.0,2750.0,16.2,7.4,1021.7,1.7,165.0,129.66146850585938,3
2023-03-10,Tomato_Big,65.0,0.0,16.6,9.6,1020.8,0.4,165.0,129.58511352539062,3
2023-03-12,Tomato_Big,65.0,3500.0,16.8,10.4,1021.5,0.3,165.0,128.98370361328125,3
2023-03-13,Tomato_Big,66.67,19750.0,16.8,7.2,1019.5,7.1,165.0,128.98370361328125,3
2023-03-14,Tomato_Big,36.67,23625.0,17.2,9.6,1016.6,6.4,165.0,129.88052368164062,3
2023-03-15,Tomato_Big,55.0,19600.0,16.6,6.2,1015.8,2.9,165.0,130.29733276367188,3
2023-03-16,Tomato_Big,45.0,65000.0,16.7,8.4,1017.2,0.4,165.0,130.95555114746094,3
2023-03-17,Tomato_Big,46.67,49250.0,15.3,8.2,1018.4,1.6,165.0,130.76284790039062,3
2023-03-18,Tomato_Big,46.67,28825.0,14.5,6.2,1017.3,4.7,165.0,128.71202087402344,3
2023-03-19,Tomato_Big,45.0,53925.0,14.9,10.2,1014.8,10.4,165.0,128.71202087402344,3
2023-03-20,Tomato_Big,56.67,75050.0,13.6,7.1,1013.3,9.3,165.0,128.71202087402344,3
2023-03-21,Tomato_Big,56.67,23275.0,14.2,5.1,1013.5,20.5,165.0,130.58445739746094,3
2023-03-22,Tomato_Big,56.67,97600.0,15.6,10.5,1013.3,0.5,165.0,130.5881805419922,3
2023-03-23,Tomato_Big,56.67,101050.0,16.2,9.4,1012.7,1.9,165.0,130.63584899902344,3
2023-03-24,Tomato_Big,45.0,56125.0,16.9,9.7,1015.5,1.8,165.0,129.8374786376953,3
2023-03-25,Tomato_Big,46.67,14000.0,16.8,9.3,1017.8,0.0,165.0,130.45333862304688,3
2023-03-26,Tomato_Big,45.0,102075.0,17.8,8.1,1015.5,0.0,165.0,130.45333862304688,3
2023-03-27,Tomato_Big,45.0,89900.0,17.7,10.0,1013.9,0.0,165.0,130.45333862304688,3
2023-03-28,Tomato_Big,45.0,97000.0,17.4,9.3,1015.1,0.4,165.0,130.1114959716797,3
2023-03-29,Tomato_Big,55.0,37550.0,17.8,8.4,1016.8,1.9,165.0,129.78369140625,3
2023-03-30,Tomato_Big,45.0,97100.0,17.9,9.2,1015.2,0.0,165.0,130.01602172851562,3
2023-03-31,Tomato_Big,45.0,88800.0,14.0,8.5,1015.8,6.8,165.0,129.8910675048828,3
2023-04-01,Tomato_Big,45.0,17800.0,13.1,7.6,1014.9,6.7,165.0,129.6827392578125,4
2023-04-02,Tomato_Big,55.0,52500.0,14.2,8.7,1012.1,4.2,165.0,129.6827392578125,4
2023-04-03,Tomato_Big,65.0,73400.0,16.2,6.9,1012.3,1.3,165.0,129.6827392578125,4
2023-04-04,Tomato_Big,65.0,58500.0,17.0,9.3,1014.1,0.4,155.0,129.6827392578125,4
2023-04-05,Tomato_Big,65.0,40800.0,17.9,7.2,1014.0,0.9,155.0,130.15968322753906,4
2023-04-06,Tomato_Big,65.0,27250.0,18.7,7.4,1016.8,0.0,155.0,129.68505859375,4
2023-04-07,Tomato_Big,65.0,19000.0,18.9,8.7,1019.1,0.0,155.0,129.39785766601562,4
2023-04-08,Tomato_Big,55.0,10625.0,19.3,8.7,1021.1,0.1,155.0,128.36007690429688,4
2023-04-09,Tomato_Big,55.0,29250.0,20.1,8.7,1020.3,0.0,155.0,128.36007690429688,4
2023-04-10,Tomato_Big,55.0,47250.0,19.9,8.9,1018.1,0.0,155.0,128.36007690429688,4
2023-04-11,Tomato_Big,55.0,25100.0,19.9,10.3,1017.7,0.0,155.0,129.40496826171875,4
2023-04-12,Tomato_Big,55.0,55250.0,20.9,8.2,1017.5,0.0,155.0,129.49192810058594,4
2023-04-13,Tomato_Big,55.0,11250.0,21.3,8.7,1016.2,0.0,155.0,129.83912658691406,4
2023-04-14,Tomato_Big,55.0,27450.0,21.7,8.3,1016.9,0.0,155.0,129.83912658691406,4
2023-04-15,Tomato_Big,55.0,24480.0,22.0,6.0,1017.7,0.0,155.0,129.41015625,4
2023-04-16,Tomato_Big,55.0,8550.0,22.0,7.3,1015.4,0.0,155.0,129.41015625,4
2023-04-17,Tomato_Big,45.0,15275.0,22.7,7.6,1015.8,0.0,155.0,129.41015625,4
2023-04-18,Tomato_Big,55.0,11250.0,23.2,9.3,1016.9,0.0,155.0,129.4929962158203,4
2023-04-19,Tomato_Big,55.0,16590.0,23.5,8.1,1012.7,0.0,155.0,129.74429321289062,4
2023-04-20,Tomato_Big,55.0,17720.0,23.7,10.3,1009.9,0.3,155.0,130.24755859375,4
2023-04-21,Tomato_Big,55.0,34050.0,19.7,8.6,1011.6,0.8,155.0,129.84054565429688,4
2023-04-22,Tomato_Big,55.0,21365.0,20.4,9.3,1012.0,0.0,155.0,129.81027221679688,4
2023-04-23,Tomato_Big,55.0,15000.0,18.3,12.2,1013.7,2.2,155.0,129.81027221679688,4
2023-04-24,Tomato_Big,55.0,27830.0,14.3,7.1,1019.5,0.5,155.0,129.81027221679688,4
2023-04-25,Tomato_Big,55.0,24250.0,15.9,6.3,1018.7,8.2,155.0,129.16067504882812,4
2023-04-26,Tomato_Big,55.0,56575.0,18.8,8.7,1016.8,0.6,155.0,129.53323364257812,4
2023-04-27,Tomato_Big,55.0,28000.0,19.4,7.8,1016.5,0.3,155.0,129.3631591796875,4
2023-04-28,Tomato_Big,55.0,30750.0,20.8,10.2,1016.5,0.2,155.0,129.27590942382812,4
2023-04-29,Tomato_Big,55.0,0.0,18.2,6.7,1015.6,0.3,155.0,127.63577270507812,4
2023-04-30,Tomato_Big,55.0,10925.0,16.3,4.3,1015.4,2.0,155.0,127.63577270507812,4
2023-05-01,Tomato_Big,45.0,0.0,15.6,4.7,1015.5,7.3,155.0,127.63577270507812,5
2023-05-02,Tomato_Big,55.0,10260.0,15.5,3.8,1016.8,8.2,155.0,129.08251953125,5
2023-05-03,Tomato_Big,55.0,28300.0,16.7,5.8,1017.3,8.4,155.0,129.25962829589844,5
2023-05-04,Tomato_Big,55.0,32200.0,15.0,3.6,1017.0,8.8,155.0,129.2838897705078,5
2023-05-05,Tomato_Big,55.0,12000.0,18.5,7.8,1013.8,0.1,155.0,129.3138885498047,5
2023-05-06,Tomato_Big,55.0,0.0,21.3,7.9,1012.3,0.3,155.0,129.13890075683594,5
2023-05-07,Tomato_Big,55.0,12525.0,21.7,9.0,1012.6,0.8,155.0,129.13890075683594,5
2023-05-08,Tomato_Big,55.0,20000.0,22.2,8.8,1013.2,0.0,155.0,129.13890075683594,5
2023-05-09,Tomato_Big,55.0,11250.0,22.2,8.7,1013.3,0.1,155.0,129.2871856689453,5
2023-05-10,Tomato_Big,56.67,0.0,22.1,11.0,1013.0,0.6,155.0,129.85121154785156,5
2023-05-11,Tomato_Big,55.0,11250.0,21.4,8.6,1016.0,0.0,155.0,129.7908172607422,5
2023-05-12,Tomato_Big,55.0,11250.0,22.0,10.2,1016.4,0.0,155.0,129.76992797851562,5
2023-05-13,Tomato_Big,55.0,10625.0,23.0,8.6,1015.6,0.0,155.0,129.53973388671875,5
2023-05-14,Tomato_Big,55.0,39950.0,21.2,8.4,1011.6,6.8,155.0,129.53973388671875,5
2023-05-15,Tomato_Big,55.0,41300.0,20.5,8.7,1011.1,6.3,155.0,129.53973388671875,5
2023-05-16,Tomato_Big,55.0,2625.0,20.9,8.0,1012.4,3.9,155.0,130.20550537109375,5
2023-05-17,Tomato_Big,55.0,2500.0,19.4,7.6,1014.1,6.1,155.0,129.95916748046875,5
2023-05-18,Tomato_Big,55.0,0.0,19.9,7.2,1015.9,6.0,155.0,130.28744506835938,5
2023-05-19,Tomato_Big,55.0,25275.0,20.2,10.1,1013.9,1.6,155.0,130.51002502441406,5
2023-05-20,Tomato_Big,55.0,5125.0,19.8,8.7,1013.2,1.1,155.0,130.3413848876953,5
2023-05-21,Tomato_Big,55.0,2625.0,21.4,8.7,1015.1,0.0,155.0,130.3413848876953,5
2023-05-22,Tomato_Big,55.0,13000.0,23.0,8.8,1016.0,2.1,155.0,130.3413848876953,5
2023-05-23,Tomato_Big,45.0,6575.0,22.0,7.9,1015.5,3.8,155.0,130.95437622070312,5
2023-05-24,Tomato_Big,45.0,2625.0,21.9,8.4,1014.1,13.7,155.0,130.89950561523438,5
2023-05-25,Tomato_Big,45.0,1250.0,18.4,6.5,1013.2,28.7,155.0,130.50833129882812,5
2023-05-26,Tomato_Big,45.0,18125.0,20.0,8.4,1013.4,9.8,155.0,130.72938537597656,5
2023-05-27,Tomato_Big,45.0,5000.0,19.7,9.8,1013.0,6.1,155.0,130.8356475830078,5
2023-05-28,Tomato_Big,45.0,2800.0,20.4,7.2,1015.3,3.2,155.0,130.8356475830078,5
2023-05-29,Tomato_Big,45.0,9000.0,22.6,6.4,1017.0,1.7,155.0,130.8356475830078,5
2023-05-31,Tomato_Big,32.5,2950.0,24.9,9.4,1014.9,0.0,155.0,130.7007598876953,5
2023-06-01,Tomato_Big,27.5,10325.0,24.8,10.1,1012.5,0.0,155.0,130.68663024902344,6
2023-06-02,Tomato_Big,27.5,1425.0,24.6,9.2,1012.1,0.0,155.0,130.25515747070312,6
2023-06-03,Tomato_Big,27.5,0.0,24.2,8.8,1013.6,0.4,155.0,130.55422973632812,6
2023-06-04,Tomato_Big,27.67,4150.0,24.4,7.8,1013.6,0.0,155.0,130.55422973632812,6
2023-06-05,Tomato_Big,27.5,14950.0,24.0,7.7,1013.2,0.0,155.0,130.55422973632812,6
2023-06-06,Tomato_Big,25.0,0.0,23.6,7.7,1012.2,0.8,155.0,130.32798767089844,6
2023-06-07,Tomato_Big,22.5,6200.0,24.4,8.6,1012.3,2.5,155.0,130.68226623535156,6
2023-06-08,Tomato_Big,30.625,5225.0,25.6,8.0,1011.7,5.7,155.0,130.37451171875,6
2023-06-09,Tomato_Big,38.75,16975.0,26.1,9.8,1009.2,0.0,155.0,130.5061798095703,6
2023-06-10,Tomato_Big,46.875,14525.0,25.4,12.3,1008.1,0.4,155.0,130.29771423339844,6
2023-06-11,Tomato_Big,55.0,7100.0,24.9,11.0,1007.1,1.2,155.0,130.29771423339844,6
2023-06-12,Tomato_Big,55.0,7450.0,23.4,8.6,1006.8,3.0,155.0,130.29771423339844,6
2023-06-13,Tomato_Big,35.0,2500.0,23.2,8.6,1005.7,9.1,155.0,130.333740234375,6
2023-06-14,Tomato_Big,35.0,1875.0,22.1,8.5,1004.5,22.0,155.0,130.27011108398438,6
2023-06-15,Tomato_Big,35.0,16525.0,23.8,7.2,1005.9,10.8,155.0,129.8455810546875,6
2023-06-16,Tomato_Big,35.0,2125.0,24.9,6.9,1006.8,1.7,155.0,129.8655242919922,6
2023-06-18,Tomato_Big,34.06666666666667,3156.0,24.4,9.9,1008.6,6.6,155.0,129.20249938964844,6
2023-06-19,Tomato_Big,33.6,0.0,24.0,10.0,1009.4,3.1,155.0,129.20249938964844,6
2023-06-20,Tomato_Big,40.0,1750.0,24.4,9.2,1009.8,5.2,155.0,129.5797119140625,6
2023-06-21,Tomato_Big,39.0,2250.0,25.4,8.9,1010.0,3.2,150.0,129.81353759765625,6
2023-06-22,Tomato_Big,37.5,5125.0,24.9,9.6,1010.8,6.0,150.0,129.61834716796875,6
2023-06-23,Tomato_Big,45.0,0.0,25.1,9.2,1010.3,11.5,150.0,129.55503845214844,6
2023-06-24,Tomato_Big,45.0,5600.0,24.2,9.8,1009.7,23.7,150.0,128.79612731933594,6
2023-06-25,Tomato_Big,45.0,375.0,24.5,8.4,1010.6,20.3,150.0,128.79612731933594,6
2023-06-26,Tomato_Big,45.0,6150.0,24.2,8.0,1009.5,8.2,150.0,128.79612731933594,6
2023-06-27,Tomato_Big,45.0,0.0,22.8,7.5,1008.8,16.7,150.0,129.64927673339844,6
2023-06-28,Tomato_Big,50.0,3175.0,23.8,10.2,1011.6,29.7,150.0,129.70899963378906,6
2023-06-29,Tomato_Big,65.0,0.0,23.2,7.8,1010.8,23.0,150.0,129.75404357910156,6
2023-06-30,Tomato_Big,55.0,0.0,22.2,7.4,1010.5,27.0,150.0,129.5836181640625,6
2023-07-01,Tomato_Big,55.0,0.0,22.5,7.7,1010.2,30.3,150.0,128.822265625,7
2023-07-02,Tomato_Big,55.0,0.0,23.6,7.4,1009.8,10.9,150.0,128.822265625,7
2023-07-03,Tomato_Big,65.0,0.0,23.3,6.6,1009.6,20.2,150.0,128.822265625,7
2023-07-04,Tomato_Big,75.0,0.0,22.1,5.5,1009.2,28.3,146.0,129.40135192871094,7
2023-07-05,Tomato_Big,84.0,0.0,23.0,5.4,1010.1,9.1,146.0,129.7070770263672,7
2023-07-06,Tomato_Big,85.0,0.0,24.4,7.8,1010.0,21.2,146.0,129.92556762695312,7
2023-07-07,Tomato_Big,95.0,0.0,24.4,9.7,1011.9,22.2,146.0,130.47567749023438,7
2023-07-08,Tomato_Big,95.0,1050.0,24.0,9.4,1013.2,10.3,146.0,129.84559631347656,7
2023-07-09,Tomato_Big,95.0,0.0,24.5,8.2,1011.8,10.6,146.0,129.84559631347656,7
2023-07-10,Tomato_Big,95.0,0.0,24.2,9.8,1010.1,7.5,146.0,129.84559631347656,7
2023-07-11,Tomato_Big,95.0,0.0,24.3,5.2,1010.7,11.1,146.0,130.6436004638672,7
2023-07-12,Tomato_Big,85.0,0.0,23.8,6.3,1010.0,29.1,146.0,130.52745056152344,7
2023-07-13,Tomato_Big,95.0,1600.0,22.8,5.7,1009.8,29.6,146.0,128.85118103027344,7
2023-07-14,Tomato_Big,75.0,0.0,22.3,4.1,1010.6,25.8,146.0,130.91763305664062,7
2023-07-15,Tomato_Big,75.0,0.0,24.0,6.2,1011.4,26.5,146.0,129.5550537109375,7
2023-07-16,Tomato_Big,75.0,0.0,23.4,8.0,1009.3,32.4,146.0,129.5550537109375,7
2023-07-17,Tomato_Big,85.0,0.0,22.5,5.4,1008.3,30.1,153.0,129.5550537109375,7
2023-07-18,Tomato_Big,86.0,0.0,22.9,3.2,1010.1,16.8,153.0,129.69940185546875,7
2023-07-19,Tomato_Big,85.0,0.0,24.4,5.2,1010.4,12.6,153.0,129.7891387939453,7
2023-07-20,Tomato_Big,85.0,0.0,24.8,6.0,1009.5,2.1,153.0,129.8933868408203,7
2023-07-21,Tomato_Big,85.0,0.0,23.7,7.7,1009.3,21.2,153.0,129.7784881591797,7
2023-07-22,Tomato_Big,86.67,0.0,24.0,6.2,1014.2,17.4,153.0,129.58006286621094,7
2023-07-23,Tomato_Big,85.0,0.0,23.5,6.3,1014.3,37.6,153.0,129.58006286621094,7
2023-07-24,Tomato_Big,96.67,0.0,23.1,6.1,1012.1,17.0,153.0,129.58006286621094,7
2023-07-25,Tomato_Big,110.0,0.0,22.3,5.9,1012.9,18.8,153.0,129.3773193359375,7
2023-07-26,Tomato_Big,100.0,0.0,23.4,5.5,1013.0,4.4,153.0,129.3777313232422,7
2023-07-27,Tomato_Big,93.33,0.0,23.4,6.3,1011.7,18.5,153.0,129.7300262451172,7
2023-07-28,Tomato_Big,106.67,0.0,23.3,6.8,1008.6,24.4,153.0,129.58985900878906,7
