Date,Commodity,Average_Price,Unit,Supply_Volume,Temperature,Precipitation,Wind_Speed,Air_Pressure,Rainfall_MM,USD_TO_NPR,Diesel,Season,is_festival,indian_tomato_price,Season_Autumn,Season_Monsoon,Season_Spring,Season_Winter,Inflation
2022-11-26,Tomato_Big,45.0,kg,750.0,14.6,0.0,6.2,1018.0,0.0,128.92,178.0,Autumn,0,55.0,True,False,False,False,8.08
2022-11-27,Tomato_Big,55.0,kg,4000.0,14.3,0.0,6.0,1016.2,0.0,128.92,178.0,Autumn,0,55.0,True,False,False,False,8.08
2022-11-28,Tomato_Big,45.0,kg,1075.0,13.6,0.0,5.8,1017.7,0.0,128.92,178.0,Autumn,0,45.0,True,False,False,False,8.08
2022-11-29,Tomato_Big,45.0,kg,0.0,13.7,0.0,5.2,1019.7,0.0,129.1,178.0,Autumn,0,45.0,True,False,False,False,8.08
2022-11-30,Tomato_Big,46.0,kg,3750.0,13.7,0.0,4.8,1020.5,0.0,129.11,178.0,Autumn,0,45.0,True,False,False,False,8.08
2022-12-01,Tomato_Big,55.0,kg,18550.0,12.9,0.0,5.4,1019.4,0.0,128.51,178.0,Winter,0,55.0,False,False,False,True,7.38
2022-12-02,Tomato_Big,45.0,kg,0.0,13.1,0.0,5.7,1019.0,0.0,128.34,178.0,Winter,0,56.67,False,False,False,True,7.38
2022-12-03,Tomato_Big,65.0,kg,2750.0,12.8,0.0,6.1,1019.3,0.0,128.36,178.0,Winter,0,65.0,False,False,False,True,7.38
2022-12-04,Tomato_Big,65.0,kg,7025.0,12.7,0.0,5.3,1019.4,0.0,128.36,178.0,Winter,0,65.0,False,False,False,True,7.38
2022-12-05,Tomato_Big,45.0,kg,14250.0,12.6,0.0,5.1,1020.6,0.0,128.36,178.0,Winter,0,55.0,False,False,False,True,7.38
2022-12-06,Tomato_Big,55.0,kg,0.0,12.4,0.0,5.7,1018.5,0.0,129.21,178.0,Winter,0,56.67,False,False,False,True,7.38
2022-12-07,Tomato_Big,45.0,kg,12100.0,12.2,0.0,6.7,1018.0,0.0,130.53,178.0,Winter,0,46.67,False,False,False,True,7.38
2022-12-08,Tomato_Big,45.0,kg,11125.0,12.4,0.0,5.0,1019.2,0.0,130.24,178.0,Winter,0,45.0,False,False,False,True,7.38
2022-12-09,Tomato_Big,55.0,kg,0.0,12.3,0.0,5.6,1018.7,0.0,130.22,178.0,Winter,0,56.67,False,False,False,True,7.38
2022-12-10,Tomato_Big,55.0,kg,0.0,12.2,0.0,5.2,1018.7,0.0,130.23,178.0,Winter,0,55.0,False,False,False,True,7.38
2022-12-11,Tomato_Big,55.0,kg,15750.0,12.1,0.0,6.1,1018.1,0.0,130.23,178.0,Winter,0,55.0,False,False,False,True,7.38
2022-12-12,Tomato_Big,45.0,kg,2300.0,12.0,0.0,5.6,1017.4,0.0,130.23,178.0,Winter,0,46.67,False,False,False,True,7.38
2022-12-13,Tomato_Big,45.0,kg,3000.0,11.8,0.0,5.6,1017.5,0.0,130.34,178.0,Winter,0,56.67,False,False,False,True,7.38
2022-12-14,Tomato_Big,55.0,kg,0.0,11.3,0.0,6.3,1017.8,0.0,130.57,178.0,Winter,0,55.0,False,False,False,True,7.38
2022-12-15,Tomato_Big,55.0,kg,23450.0,12.3,0.0,6.4,1016.6,0.0,130.48,178.0,Winter,0,55.0,False,False,False,True,7.38
2022-12-16,Tomato_Big,55.0,kg,6475.0,12.6,0.0,5.3,1016.5,0.0,130.82,175.0,Winter,0,56.67,False,False,False,True,7.38
2022-12-17,Tomato_Big,45.0,kg,0.0,12.4,0.8,5.7,1019.0,0.2,131.33,175.0,Winter,0,45.0,False,False,False,True,7.38
2022-12-18,Tomato_Big,45.0,kg,0.0,12.4,0.0,5.5,1019.6,0.0,131.33,175.0,Winter,0,45.0,False,False,False,True,7.38
2022-12-19,Tomato_Big,35.0,kg,0.0,11.9,0.0,6.1,1017.7,0.0,131.33,175.0,Winter,0,36.67,False,False,False,True,7.38
2022-12-20,Tomato_Big,36.67,kg,10500.0,11.6,0.0,6.7,1016.5,0.0,130.6,175.0,Winter,0,36.67,False,False,False,True,7.38
2022-12-21,Tomato_Big,35.0,kg,0.0,11.7,0.0,5.2,1017.4,0.0,130.83,175.0,Winter,0,35.0,False,False,False,True,7.38
2022-12-22,Tomato_Big,35.0,kg,0.0,11.0,0.0,5.4,1016.4,0.0,130.75,175.0,Winter,0,35.0,False,False,False,True,7.38
2022-12-23,Tomato_Big,34.0,kg,0.0,10.8,0.0,5.0,1016.8,0.0,130.69,175.0,Winter,0,35.0,False,False,False,True,7.38
2022-12-24,Tomato_Big,35.0,kg,2000.0,10.7,0.0,5.5,1018.0,0.0,130.9,175.0,Winter,0,35.0,False,False,False,True,7.38
2022-12-25,Tomato_Big,35.0,kg,1350.0,10.4,0.0,5.7,1018.4,0.0,130.9,175.0,Winter,0,35.0,False,False,False,True,7.38
2022-12-26,Tomato_Big,36.67,kg,4000.0,10.7,0.0,6.2,1020.0,0.0,130.9,175.0,Winter,0,46.67,False,False,False,True,7.38
2022-12-27,Tomato_Big,50.0,kg,15500.0,9.9,0.0,6.2,1017.2,0.0,130.87,175.0,Winter,0,35.0,False,False,False,True,7.38
2022-12-28,Tomato_Big,55.0,kg,10500.0,9.1,0.0,6.7,1017.4,0.0,131.02,175.0,Winter,0,36.67,False,False,False,True,7.38
2022-12-29,Tomato_Big,45.0,kg,0.0,9.0,0.0,5.1,1020.4,0.0,131.02,175.0,Winter,0,36.67,False,False,False,True,7.38
2022-12-30,Tomato_Big,45.0,kg,250.0,9.0,0.0,5.1,1022.0,0.0,130.82,175.0,Winter,0,45.0,False,False,False,True,7.38
2022-12-31,Tomato_Big,45.0,kg,4500.0,8.9,0.0,5.5,1020.9,0.0,130.54,175.0,Winter,0,45.0,False,False,False,True,7.38
2023-01-01,Tomato_Big,45.0,kg,10000.0,9.6,0.0,6.2,1022.4,0.2,130.54,175.0,Winter,0,45.0,False,False,False,True,7.26
2023-01-02,Tomato_Big,46.67,kg,10375.0,9.7,0.0,5.4,1023.0,0.0,130.54,175.0,Winter,0,36.67,False,False,False,True,7.26
2023-01-03,Tomato_Big,45.0,kg,30650.0,9.7,0.0,4.8,1023.1,0.0,130.86,175.0,Winter,0,45.0,False,False,False,True,7.26
2023-01-04,Tomato_Big,55.0,kg,22975.0,8.8,0.0,6.3,1022.8,0.7,131.08,175.0,Winter,0,46.67,False,False,False,True,7.26
2023-01-05,Tomato_Big,46.67,kg,48750.0,9.1,0.0,6.0,1024.5,0.0,130.89,175.0,Winter,0,46.67,False,False,False,True,7.26
2023-01-06,Tomato_Big,36.67,kg,51275.0,9.6,0.0,6.3,1025.0,0.0,130.79,175.0,Winter,0,36.67,False,False,False,True,7.26
2023-01-07,Tomato_Big,45.0,kg,47750.0,10.3,0.0,6.5,1023.3,0.0,130.67,175.0,Winter,0,45.0,False,False,False,True,7.26
2023-01-08,Tomato_Big,45.0,kg,60500.0,10.3,0.0,5.5,1022.2,0.0,130.67,172.0,Winter,0,45.0,False,False,False,True,7.26
2023-01-09,Tomato_Big,45.0,kg,61150.0,10.6,0.0,5.1,1022.9,0.0,130.67,172.0,Winter,0,45.0,False,False,False,True,7.26
2023-01-10,Tomato_Big,45.0,kg,45750.0,10.9,0.0,6.3,1020.4,0.0,130.18,172.0,Winter,0,46.67,False,False,False,True,7.26
2023-01-11,Tomato_Big,46.67,kg,0.0,10.4,0.0,6.8,1017.9,0.0,129.3,172.0,Winter,0,46.67,False,False,False,True,7.26
2023-01-12,Tomato_Big,46.67,kg,52750.0,10.4,0.0,7.1,1016.0,0.0,128.95,172.0,Winter,0,46.67,False,False,False,True,7.26
2023-01-13,Tomato_Big,46.67,kg,66050.0,10.4,0.0,7.3,1016.9,0.0,128.89,172.0,Winter,0,46.67,False,False,False,True,7.26
2023-01-14,Tomato_Big,45.0,kg,66050.0,10.5,0.0,8.5,1016.3,0.0,128.14,172.0,Winter,0,45.0,False,False,False,True,7.26
2023-01-15,Tomato_Big,45.0,kg,21000.0,9.4,0.0,6.8,1014.8,0.0,128.14,172.0,Winter,0,45.0,False,False,False,True,7.26
2023-01-16,Tomato_Big,45.0,kg,32500.0,9.0,0.0,6.4,1016.5,0.0,128.14,172.0,Winter,0,45.0,False,False,False,True,7.26
2023-01-17,Tomato_Big,45.0,kg,55500.0,9.1,0.0,5.6,1017.1,0.0,129.17,172.0,Winter,0,46.67,False,False,False,True,7.26
2023-01-18,Tomato_Big,45.0,kg,76250.0,8.8,0.0,6.5,1019.2,0.0,129.36,172.0,Winter,0,46.67,False,False,False,True,7.26
2023-01-19,Tomato_Big,56.67,kg,59500.0,8.2,0.0,5.3,1020.7,0.0,128.36,172.0,Winter,0,56.67,False,False,False,True,7.26
2023-01-20,Tomato_Big,56.67,kg,79425.0,9.5,0.0,5.8,1019.7,0.0,128.57,172.0,Winter,0,56.67,False,False,False,True,7.26
2023-01-21,Tomato_Big,56.67,kg,79425.0,10.5,0.0,9.1,1019.0,0.0,128.26,172.0,Winter,0,55.0,False,False,False,True,7.26
2023-01-22,Tomato_Big,56.67,kg,59250.0,10.8,0.0,8.1,1019.3,0.0,128.26,172.0,Winter,0,55.0,False,False,False,True,7.26
2023-01-23,Tomato_Big,55.0,kg,114550.0,11.6,0.0,7.9,1018.5,0.0,128.26,172.0,Winter,0,56.67,False,False,False,True,7.26
2023-01-24,Tomato_Big,56.67,kg,46250.0,12.3,0.0,9.3,1019.6,0.0,128.68,172.0,Winter,0,56.67,False,False,False,True,7.26
2023-01-25,Tomato_Big,56.67,kg,53900.0,13.3,0.0,7.0,1019.4,0.0,129.1,172.0,Winter,0,56.67,False,False,False,True,7.26
2023-01-26,Tomato_Big,55.0,kg,11250.0,13.2,0.0,8.5,1019.0,0.0,129.02,172.0,Winter,0,55.0,False,False,False,True,7.26
2023-01-27,Tomato_Big,55.0,kg,32750.0,12.9,0.0,8.0,1018.6,0.0,129.0,172.0,Winter,0,56.67,False,False,False,True,7.26
2023-01-28,Tomato_Big,56.0,kg,45100.0,12.4,0.0,7.1,1017.2,0.0,128.93,172.0,Winter,0,56.0,False,False,False,True,7.26
2023-01-29,Tomato_Big,55.0,kg,97400.0,12.5,0.0,6.4,1019.6,0.0,128.93,172.0,Winter,0,55.0,False,False,False,True,7.26
2023-01-30,Tomato_Big,45.0,kg,34250.0,13.3,0.0,4.8,1022.1,0.0,128.93,172.0,Winter,0,46.0,False,False,False,True,7.26
2023-01-31,Tomato_Big,45.0,kg,42500.0,14.8,0.0,7.2,1018.7,0.0,128.74,172.0,Winter,0,46.67,False,False,False,True,7.26
2023-02-01,Tomato_Big,45.0,kg,62000.0,13.4,0.0,7.4,1017.4,0.0,129.63,172.0,Winter,0,46.67,False,False,False,True,7.88
2023-02-02,Tomato_Big,45.0,kg,29000.0,13.2,0.0,6.4,1018.2,0.0,129.59,172.0,Winter,0,46.67,False,False,False,True,7.88
2023-02-03,Tomato_Big,46.67,kg,21000.0,12.8,0.0,7.2,1018.4,0.0,129.9,172.0,Winter,0,46.67,False,False,False,True,7.88
2023-02-04,Tomato_Big,46.0,kg,5000.0,13.0,0.0,7.0,1015.8,0.0,130.57,172.0,Winter,0,45.0,False,False,False,True,7.88
2023-02-05,Tomato_Big,45.0,kg,7000.0,12.7,0.0,7.9,1015.5,0.2,130.57,172.0,Winter,0,45.0,False,False,False,True,7.88
2023-02-06,Tomato_Big,46.67,kg,0.0,12.7,0.0,7.3,1015.2,1.0,130.57,175.0,Winter,0,46.67,False,False,False,True,7.88
2023-02-07,Tomato_Big,46.67,kg,20575.0,12.4,0.0,7.4,1013.6,0.1,130.68,175.0,Winter,0,46.67,False,False,False,True,7.88
2023-02-08,Tomato_Big,45.0,kg,5950.0,12.2,0.0,7.2,1015.7,0.0,130.69,175.0,Winter,0,45.0,False,False,False,True,7.88
2023-02-09,Tomato_Big,46.67,kg,12000.0,12.3,0.0,6.4,1016.5,0.0,130.33,175.0,Winter,0,45.0,False,False,False,True,7.88
2023-02-10,Tomato_Big,46.67,kg,4000.0,13.1,0.0,8.5,1016.7,0.0,130.31,175.0,Winter,0,46.67,False,False,False,True,7.88
2023-02-11,Tomato_Big,45.0,kg,0.0,13.7,0.0,8.7,1016.6,0.0,130.38,175.0,Winter,0,46.67,False,False,False,True,7.88
2023-02-12,Tomato_Big,45.0,kg,14000.0,12.8,0.0,8.4,1015.5,0.0,130.38,175.0,Winter,0,45.0,False,False,False,True,7.88
2023-02-13,Tomato_Big,56.67,kg,12000.0,11.7,0.0,8.5,1014.8,0.0,130.38,175.0,Winter,0,56.67,False,False,False,True,7.88
2023-02-14,Tomato_Big,55.0,kg,12000.0,12.7,0.0,7.2,1017.5,0.0,130.69,175.0,Winter,0,55.0,False,False,False,True,7.88
2023-02-15,Tomato_Big,56.67,kg,22000.0,14.9,0.0,8.1,1017.2,0.0,130.77,175.0,Winter,0,56.67,False,False,False,True,7.88
2023-02-16,Tomato_Big,56.67,kg,14250.0,16.2,0.0,6.7,1019.7,0.0,131.19,175.0,Winter,0,56.67,False,False,False,True,7.88
2023-02-17,Tomato_Big,45.0,kg,0.0,15.3,0.0,7.3,1021.1,0.0,130.65,175.0,Winter,0,45.0,False,False,False,True,7.88
2023-02-18,Tomato_Big,41.0,kg,2000.0,15.5,0.0,6.8,1020.5,0.0,130.15,175.0,Winter,0,41.0,False,False,False,True,7.88
2023-02-19,Tomato_Big,37.67,kg,625.0,16.2,0.0,6.6,1019.5,0.0,130.15,175.0,Winter,0,37.67,False,False,False,True,7.88
2023-02-20,Tomato_Big,42.0,kg,18125.0,15.4,0.0,8.2,1018.0,0.0,130.15,175.0,Winter,0,45.0,False,False,False,True,7.88
2023-02-21,Tomato_Big,38.33,kg,13000.0,15.8,0.0,7.2,1018.0,0.0,130.74,175.0,Winter,0,38.33,False,False,False,True,7.88
2023-02-22,Tomato_Big,55.0,kg,42000.0,16.0,0.0,8.9,1016.3,4.8,130.99,175.0,Winter,0,56.67,False,False,False,True,7.88
2023-02-23,Tomato_Big,55.0,kg,6550.0,15.8,0.0,8.8,1015.9,0.1,130.84,175.0,Winter,0,56.67,False,False,False,True,7.88
2023-02-24,Tomato_Big,55.0,kg,31800.0,15.3,0.0,9.9,1018.7,0.0,130.73,175.0,Winter,0,56.67,False,False,False,True,7.88
2023-02-25,Tomato_Big,55.0,kg,24875.0,15.1,0.0,10.1,1021.8,2.4,130.72,175.0,Winter,0,56.67,False,False,False,True,7.88
2023-02-26,Tomato_Big,55.0,kg,46000.0,12.9,1.0,8.0,1023.6,5.1,130.72,175.0,Winter,0,55.0,False,False,False,True,7.88
2023-02-27,Tomato_Big,55.0,kg,7000.0,13.7,2.5,6.8,1022.5,1.1,130.72,175.0,Winter,0,55.0,False,False,False,True,7.88
2023-02-28,Tomato_Big,56.67,kg,18000.0,14.9,0.0,7.1,1022.4,0.8,130.95,175.0,Winter,0,56.67,False,False,False,True,7.88
2023-03-01,Tomato_Big,55.0,kg,19475.0,15.9,0.0,6.8,1023.5,0.7,130.63,175.0,Spring,0,55.0,False,False,True,False,7.44
2023-03-02,Tomato_Big,55.0,kg,32060.0,16.3,0.8,7.8,1022.7,0.5,130.4,175.0,Spring,0,55.0,False,False,True,False,7.44
2023-03-03,Tomato_Big,45.0,kg,14000.0,16.8,0.0,7.9,1022.8,0.3,130.56,175.0,Spring,0,45.0,False,False,True,False,7.44
2023-03-04,Tomato_Big,45.0,kg,32212.5,17.1,1.15,7.85,1022.25,0.45,130.05,175.0,Spring,0,68.66772954924875,False,False,True,False,7.44
2023-03-05,Tomato_Big,45.0,kg,50425.0,17.4,2.3,7.8,1021.7,0.6,129.53,175.0,Spring,1,45.0,False,False,True,False,7.44
2023-03-06,Tomato_Big,46.67,kg,12000.0,17.1,0.0,8.1,1019.5,0.0,129.53,175.0,Spring,1,46.67,False,False,True,False,7.44
2023-03-07,Tomato_Big,56.67,kg,6000.0,16.9,0.0,6.8,1020.6,0.0,129.45,175.0,Spring,1,56.67,False,False,True,False,7.44
2023-03-08,Tomato_Big,56.67,kg,4000.0,13.6,0.8,6.1,1023.4,7.0,128.89,175.0,Spring,1,56.67,False,False,True,False,7.44
2023-03-09,Tomato_Big,65.0,kg,2750.0,16.2,0.0,7.4,1021.7,1.7,129.66,175.0,Spring,1,65.0,False,False,True,False,7.44
2023-03-10,Tomato_Big,65.0,kg,0.0,16.6,0.0,9.6,1020.8,0.4,129.59,175.0,Spring,1,66.67,False,False,True,False,7.44
2023-03-11,Tomato_Big,65.0,kg,1750.0,16.7,0.0,10.0,1021.15,0.35,129.29,175.0,Spring,1,66.67,False,False,True,False,7.44
2023-03-12,Tomato_Big,65.0,kg,3500.0,16.8,0.0,10.4,1021.5,0.3,128.98,175.0,Spring,1,65.0,False,False,True,False,7.44
2023-03-13,Tomato_Big,66.67,kg,19750.0,16.8,0.0,7.2,1019.5,7.1,128.98,175.0,Spring,1,66.67,False,False,True,False,7.44
2023-03-14,Tomato_Big,36.67,kg,23625.0,17.2,0.8,9.6,1016.6,6.4,129.88,175.0,Spring,1,46.67,False,False,True,False,7.44
2023-03-15,Tomato_Big,55.0,kg,19600.0,16.6,2.9,6.2,1015.8,2.9,130.3,175.0,Spring,1,46.67,False,False,True,False,7.44
2023-03-16,Tomato_Big,45.0,kg,65000.0,16.7,0.0,8.4,1017.2,0.4,130.96,175.0,Spring,1,56.67,False,False,True,False,7.44
2023-03-17,Tomato_Big,46.67,kg,49250.0,15.3,6.6,8.2,1018.4,1.6,130.76,175.0,Spring,1,55.0,False,False,True,False,7.44
2023-03-18,Tomato_Big,46.67,kg,28825.0,14.5,3.0,6.2,1017.3,4.7,128.71,175.0,Spring,1,56.67,False,False,True,False,7.44
2023-03-19,Tomato_Big,45.0,kg,53925.0,14.9,0.0,10.2,1014.8,10.4,128.71,175.0,Spring,1,55.0,False,False,True,False,7.44
2023-03-20,Tomato_Big,56.67,kg,75050.0,13.6,17.0,7.1,1013.3,9.3,128.71,175.0,Spring,1,56.67,False,False,True,False,7.44
2023-03-21,Tomato_Big,56.67,kg,23275.0,14.2,8.9,5.1,1013.5,20.5,130.58,175.0,Spring,1,56.67,False,False,True,False,7.44
2023-03-22,Tomato_Big,56.67,kg,97600.0,15.6,0.5,10.5,1013.3,0.5,130.59,175.0,Spring,1,56.67,False,False,True,False,7.44
2023-03-23,Tomato_Big,56.67,kg,101050.0,16.2,0.0,9.4,1012.7,1.9,130.64,175.0,Spring,1,56.67,False,False,True,False,7.44
2023-03-24,Tomato_Big,45.0,kg,56125.0,16.9,0.0,9.7,1015.5,1.8,129.84,175.0,Spring,1,56.67,False,False,True,False,7.44
2023-03-25,Tomato_Big,46.67,kg,14000.0,16.8,0.0,9.3,1017.8,0.0,130.45,175.0,Spring,1,56.67,False,False,True,False,7.44
2023-03-26,Tomato_Big,45.0,kg,102075.0,17.8,0.0,8.1,1015.5,0.0,130.45,175.0,Spring,0,45.0,False,False,True,False,7.44
2023-03-27,Tomato_Big,45.0,kg,89900.0,17.7,0.0,10.0,1013.9,0.0,130.45,175.0,Spring,0,45.0,False,False,True,False,7.44
2023-03-28,Tomato_Big,45.0,kg,97000.0,17.4,0.0,9.3,1015.1,0.4,130.11,175.0,Spring,0,45.0,False,False,True,False,7.44
2023-03-29,Tomato_Big,55.0,kg,37550.0,17.8,0.0,8.4,1016.8,1.9,129.78,175.0,Spring,0,55.0,False,False,True,False,7.44
2023-03-30,Tomato_Big,45.0,kg,97100.0,17.9,0.0,9.2,1015.2,0.0,130.02,175.0,Spring,0,45.0,False,False,True,False,7.44
2023-03-31,Tomato_Big,45.0,kg,88800.0,14.0,7.6,8.5,1015.8,6.8,129.89,175.0,Spring,0,45.0,False,False,True,False,7.44
2023-04-01,Tomato_Big,45.0,kg,17800.0,13.1,5.3,7.6,1014.9,6.7,129.68,175.0,Spring,0,45.0,False,False,True,False,7.76
2023-04-02,Tomato_Big,55.0,kg,52500.0,14.2,0.0,8.7,1012.1,4.2,129.68,175.0,Spring,0,55.0,False,False,True,False,7.76
2023-04-03,Tomato_Big,65.0,kg,73400.0,16.2,0.3,6.9,1012.3,1.3,129.68,165.0,Spring,0,65.0,False,False,True,False,7.76
2023-04-04,Tomato_Big,65.0,kg,58500.0,17.0,1.0,9.3,1014.1,0.4,129.68,165.0,Spring,0,65.0,False,False,True,False,7.76
2023-04-05,Tomato_Big,65.0,kg,40800.0,17.9,0.5,7.2,1014.0,0.9,130.16,165.0,Spring,0,65.0,False,False,True,False,7.76
2023-04-06,Tomato_Big,65.0,kg,27250.0,18.7,0.0,7.4,1016.8,0.0,129.69,165.0,Spring,0,65.0,False,False,True,False,7.76
2023-04-07,Tomato_Big,65.0,kg,19000.0,18.9,0.0,8.7,1019.1,0.0,129.4,165.0,Spring,0,65.0,False,False,True,False,7.76
2023-04-08,Tomato_Big,55.0,kg,10625.0,19.3,0.0,8.7,1021.1,0.1,128.36,165.0,Spring,0,55.0,False,False,True,False,7.76
2023-04-09,Tomato_Big,55.0,kg,29250.0,20.1,0.0,8.7,1020.3,0.0,128.36,165.0,Spring,0,55.0,False,False,True,False,7.76
2023-04-10,Tomato_Big,55.0,kg,47250.0,19.9,0.0,8.9,1018.1,0.0,128.36,165.0,Spring,0,55.0,False,False,True,False,7.76
2023-04-11,Tomato_Big,55.0,kg,25100.0,19.9,0.0,10.3,1017.7,0.0,129.4,165.0,Spring,0,55.0,False,False,True,False,7.76
2023-04-12,Tomato_Big,55.0,kg,55250.0,20.9,0.0,8.2,1017.5,0.0,129.49,165.0,Spring,0,55.0,False,False,True,False,7.76
2023-04-13,Tomato_Big,55.0,kg,11250.0,21.3,0.0,8.7,1016.2,0.0,129.84,165.0,Spring,1,55.0,False,False,True,False,7.76
2023-04-14,Tomato_Big,55.0,kg,27450.0,21.7,0.0,8.3,1016.9,0.0,129.84,165.0,Spring,1,55.0,False,False,True,False,7.76
2023-04-15,Tomato_Big,55.0,kg,24480.0,22.0,0.0,6.0,1017.7,0.0,129.41,165.0,Spring,0,55.0,False,False,True,False,7.76
2023-04-16,Tomato_Big,55.0,kg,8550.0,22.0,0.0,7.3,1015.4,0.0,129.41,165.0,Spring,0,55.0,False,False,True,False,7.76
2023-04-17,Tomato_Big,45.0,kg,15275.0,22.7,0.0,7.6,1015.8,0.0,129.41,165.0,Spring,0,45.0,False,False,True,False,7.76
2023-04-18,Tomato_Big,55.0,kg,11250.0,23.2,0.0,9.3,1016.9,0.0,129.49,165.0,Spring,0,55.0,False,False,True,False,7.76
2023-04-19,Tomato_Big,55.0,kg,16590.0,23.5,0.0,8.1,1012.7,0.0,129.74,165.0,Spring,0,55.0,False,False,True,False,7.76
2023-04-20,Tomato_Big,55.0,kg,17720.0,23.7,0.2,10.3,1009.9,0.3,130.25,165.0,Spring,0,55.0,False,False,True,False,7.76
2023-04-21,Tomato_Big,55.0,kg,34050.0,19.7,0.3,8.6,1011.6,0.8,129.84,165.0,Spring,0,55.0,False,False,True,False,7.76
2023-04-22,Tomato_Big,55.0,kg,21365.0,20.4,0.0,9.3,1012.0,0.0,129.81,165.0,Spring,0,55.0,False,False,True,False,7.76
2023-04-23,Tomato_Big,55.0,kg,15000.0,18.3,0.0,12.2,1013.7,2.2,129.81,165.0,Spring,0,55.0,False,False,True,False,7.76
2023-04-24,Tomato_Big,55.0,kg,27830.0,14.3,5.4,7.1,1019.5,0.5,129.81,165.0,Spring,0,55.0,False,False,True,False,7.76
2023-04-25,Tomato_Big,55.0,kg,24250.0,15.9,0.5,6.3,1018.7,8.2,129.16,165.0,Spring,0,55.0,False,False,True,False,7.76
2023-04-26,Tomato_Big,55.0,kg,56575.0,18.8,0.0,8.7,1016.8,0.6,129.53,165.0,Spring,0,55.0,False,False,True,False,7.76
2023-04-27,Tomato_Big,55.0,kg,28000.0,19.4,0.0,7.8,1016.5,0.3,129.36,165.0,Spring,0,55.0,False,False,True,False,7.76
2023-04-28,Tomato_Big,55.0,kg,30750.0,20.8,0.0,10.2,1016.5,0.2,129.28,165.0,Spring,0,55.0,False,False,True,False,7.76
2023-04-29,Tomato_Big,55.0,kg,0.0,18.2,31.5,6.7,1015.6,0.3,127.64,165.0,Spring,0,55.0,False,False,True,False,7.76
2023-04-30,Tomato_Big,55.0,kg,10925.0,16.3,17.0,4.3,1015.4,2.0,127.64,165.0,Spring,0,55.0,False,False,True,False,7.76
2023-05-01,Tomato_Big,45.0,kg,0.0,15.6,5.8,4.7,1015.5,7.3,127.64,165.0,Spring,0,45.0,False,False,True,False,7.41
2023-05-02,Tomato_Big,55.0,kg,10260.0,15.5,6.7,3.8,1016.8,8.2,129.08,165.0,Spring,0,55.0,False,False,True,False,7.41
2023-05-03,Tomato_Big,55.0,kg,28300.0,16.7,3.4,5.8,1017.3,8.4,129.26,165.0,Spring,0,56.67,False,False,True,False,7.41
2023-05-04,Tomato_Big,55.0,kg,32200.0,15.0,10.4,3.6,1017.0,8.8,129.28,165.0,Spring,0,56.67,False,False,True,False,7.41
2023-05-05,Tomato_Big,55.0,kg,12000.0,18.5,0.0,7.8,1013.8,0.1,129.31,165.0,Spring,0,55.0,False,False,True,False,7.41
2023-05-06,Tomato_Big,55.0,kg,0.0,21.3,0.0,7.9,1012.3,0.3,129.14,165.0,Spring,0,55.0,False,False,True,False,7.41
2023-05-07,Tomato_Big,55.0,kg,12525.0,21.7,2.1,9.0,1012.6,0.8,129.14,165.0,Spring,0,55.0,False,False,True,False,7.41
2023-05-08,Tomato_Big,55.0,kg,20000.0,22.2,0.0,8.8,1013.2,0.0,129.14,165.0,Spring,0,55.0,False,False,True,False,7.41
2023-05-09,Tomato_Big,55.0,kg,11250.0,22.2,0.0,8.7,1013.3,0.1,129.29,165.0,Spring,0,56.67,False,False,True,False,7.41
2023-05-10,Tomato_Big,56.67,kg,0.0,22.1,0.0,11.0,1013.0,0.6,129.85,165.0,Spring,0,56.67,False,False,True,False,7.41
2023-05-11,Tomato_Big,55.0,kg,11250.0,21.4,0.0,8.6,1016.0,0.0,129.79,165.0,Spring,0,65.0,False,False,True,False,7.41
2023-05-12,Tomato_Big,55.0,kg,11250.0,22.0,0.0,10.2,1016.4,0.0,129.77,165.0,Spring,0,65.0,False,False,True,False,7.41
2023-05-13,Tomato_Big,55.0,kg,10625.0,23.0,0.0,8.6,1015.6,0.0,129.54,165.0,Spring,0,66.67,False,False,True,False,7.41
2023-05-14,Tomato_Big,55.0,kg,39950.0,21.2,0.0,8.4,1011.6,6.8,129.54,165.0,Spring,0,55.0,False,False,True,False,7.41
2023-05-15,Tomato_Big,55.0,kg,41300.0,20.5,19.8,8.7,1011.1,6.3,129.54,165.0,Spring,0,65.0,False,False,True,False,7.41
2023-05-16,Tomato_Big,55.0,kg,2625.0,20.9,0.5,8.0,1012.4,3.9,130.21,155.0,Spring,0,65.0,False,False,True,False,7.41
2023-05-17,Tomato_Big,55.0,kg,2500.0,19.4,26.9,7.6,1014.1,6.1,129.96,155.0,Spring,0,65.0,False,False,True,False,7.41
2023-05-18,Tomato_Big,55.0,kg,0.0,19.9,14.2,7.2,1015.9,6.0,130.29,155.0,Spring,0,65.0,False,False,True,False,7.41
2023-05-19,Tomato_Big,55.0,kg,25275.0,20.2,7.9,10.1,1013.9,1.6,130.51,155.0,Spring,0,66.67,False,False,True,False,7.41
2023-05-20,Tomato_Big,55.0,kg,5125.0,19.8,3.9,8.7,1013.2,1.1,130.34,155.0,Spring,0,66.67,False,False,True,False,7.41
2023-05-21,Tomato_Big,55.0,kg,2625.0,21.4,3.0,8.7,1015.1,0.0,130.34,155.0,Spring,0,55.0,False,False,True,False,7.41
2023-05-22,Tomato_Big,55.0,kg,13000.0,23.0,0.0,8.8,1016.0,2.1,130.34,155.0,Spring,0,56.67,False,False,True,False,7.41
