Date,USD_to_NPR
,USDNPR=X
2025-07-24,136.79542541503906
2025-07-25,136.761962890625
2025-07-28,136.7953338623047
2025-07-29,137.19448852539062
2025-07-30,137.4679412841797
2025-07-31,138.4363250732422
2025-08-01,138.58494567871094
2025-08-04,136.31939697265625
2025-08-05,138.5845184326172
2025-08-06,138.93045043945312
2025-08-07,139.00421142578125
2025-08-08,138.67015075683594
2025-08-11,138.46530151367188
2025-08-12,138.82823181152344
2025-08-13,138.81466674804688
2025-08-14,138.5494384765625
2025-08-15,138.61648559570312
2025-08-18,138.26889038085938
2025-08-19,138.1988067626953
2025-08-20,137.86895751953125
2025-08-21,137.5882110595703
2025-08-22,138.02957153320312
2025-08-25,136.9405975341797
2025-08-26,138.50186157226562
2025-08-27,138.6493377685547
2025-08-28,138.97752380371094
2025-08-29,138.58079528808594
2025-09-01,139.34117126464844
2025-09-02,139.54551696777344
2025-09-03,139.6758575439453
2025-09-04,139.54356384277344
2025-09-05,139.5150146484375
2025-09-08,139.40029907226562
2025-09-09,138.87960815429688
2025-09-10,139.5223388671875
2025-09-11,139.52955627441406
2025-09-12,139.96347045898438
2025-09-15,139.73826599121094
2025-09-16,139.51832580566406
2025-09-17,139.47427368164062
2025-09-18,139.00917053222656
2025-09-19,139.52667236328125
2025-09-22,139.61094665527344
2025-09-23,139.69528198242188
2025-09-24,140.4951629638672
2025-09-25,140.7081298828125
2025-09-26,140.43954467773438
2025-09-29,139.89918518066406
2025-09-30,140.52992248535156
2025-10-01,140.89195251464844
2025-10-02,140.3800811767578
2025-10-03,140.59242248535156
2025-10-06,140.65328979492188
2025-10-07,140.51223754882812
2025-10-08,140.66033935546875
2025-10-09,140.4829559326172
2025-10-10,141.30709838867188
2025-10-13,139.94142150878906
2025-10-14,140.40921020507812
2025-10-15,140.58120727539062
2025-10-16,139.45907592773438
2025-10-17,139.18321228027344
2025-10-20,139.74261474609375
