Date,commodity,unit,minimum,maximum,average_price
2024-02-17,Tomato_Indian,केजी,60.0,70.0,66.67
2024-02-18,Tomato_Indian,केजी,60.0,70.0,65.0
2024-02-19,Tomato_Indian,केजी,60.0,70.0,65.0
2024-02-20,Tomato_Indian,केजी,70.0,80.0,75.0
2024-02-21,Tomato_Indian,केजी,60.0,70.0,65.0
2024-02-22,Tomato_Indian,केजी,60.0,70.0,65.0
2024-02-23,Tomato_Indian,केजी,60.0,70.0,65.0
2024-02-24,Tomato_Indian,केजी,60.0,70.0,65.0
2024-02-25,Tomato_Indian,केजी,60.0,70.0,65.0
2024-02-26,Tomato_Indian,केजी,60.0,70.0,65.0
2024-02-27,Tomato_Indian,केजी,60.0,70.0,65.0
2024-02-28,Tomato_Indian,केजी,60.0,70.0,65.0
2024-02-29,Tomato_Indian,केजी,60.0,70.0,65.0
2024-03-01,Tomato_Indian,केजी,60.0,70.0,65.0
2024-03-02,Tomato_Indian,केजी,60.0,70.0,65.0
2024-03-04,Tomato_Indian,केजी,60.0,70.0,65.0
2024-03-05,Tomato_Indian,केजी,60.0,70.0,65.0
2024-03-06,Tomato_Indian,केजी,60.0,70.0,65.0
2024-03-07,Tomato_Indian,केजी,70.0,80.0,75.0
2024-03-08,Tomato_Indian,केजी,70.0,80.0,75.0
2024-03-09,Tomato_Indian,केजी,70.0,80.0,75.0
2024-03-10,Tomato_Indian,केजी,70.0,80.0,75.0
2024-03-11,Tomato_Indian,केजी,70.0,80.0,75.0
2024-03-12,Tomato_Indian,केजी,60.0,70.0,65.0
2024-03-13,Tomato_Indian,केजी,50.0,60.0,55.0
2024-03-14,Tomato_Indian,केजी,70.0,80.0,75.0
2024-03-15,Tomato_Indian,केजी,60.0,70.0,65.0
2024-03-16,Tomato_Indian,केजी,60.0,70.0,65.0
2024-03-17,Tomato_Indian,केजी,60.0,70.0,65.0
2024-03-18,Tomato_Indian,केजी,60.0,70.0,65.0
2024-03-19,Tomato_Indian,केजी,60.0,70.0,65.0
2024-03-20,Tomato_Indian,केजी,60.0,70.0,65.0
2024-03-21,Tomato_Indian,केजी,70.0,80.0,75.0
2024-03-22,Tomato_Indian,केजी,70.0,80.0,75.0
2024-03-23,Tomato_Indian,केजी,80.0,90.0,86.67
2024-03-24,Tomato_Indian,केजी,70.0,80.0,75.0
2024-03-25,Tomato_Indian,केजी,70.0,80.0,76.67
2024-03-26,Tomato_Indian,केजी,70.0,80.0,75.0
2024-03-27,Tomato_Indian,केजी,70.0,80.0,75.0
2024-03-28,Tomato_Indian,केजी,70.0,80.0,75.0
2024-03-29,Tomato_Indian,केजी,70.0,80.0,75.0
2024-03-30,Tomato_Indian,केजी,70.0,80.0,75.0
2024-03-31,Tomato_Indian,केजी,70.0,80.0,75.0
2024-04-01,Tomato_Indian,केजी,70.0,80.0,75.0
2024-04-02,Tomato_Indian,केजी,60.0,70.0,65.0
2024-04-03,Tomato_Indian,केजी,70.0,80.0,75.0
2024-04-04,Tomato_Indian,केजी,60.0,70.0,65.0
2024-04-05,Tomato_Indian,केजी,60.0,70.0,65.0
2024-04-06,Tomato_Indian,केजी,70.0,80.0,76.67
2024-04-07,Tomato_Indian,केजी,70.0,80.0,73.75
2024-04-08,Tomato_Indian,केजी,70.0,80.0,75.0
2024-04-09,Tomato_Indian,केजी,70.0,80.0,75.0
2024-04-10,Tomato_Indian,केजी,60.0,70.0,66.67
2024-04-11,Tomato_Indian,केजी,60.0,70.0,65.0
2024-04-12,Tomato_Indian,केजी,70.0,80.0,75.0
2024-04-13,Tomato_Indian,केजी,70.0,80.0,75.0
2024-04-14,Tomato_Indian,केजी,70.0,80.0,75.0
2024-04-15,Tomato_Indian,केजी,60.0,70.0,65.0
2024-04-16,Tomato_Indian,केजी,60.0,70.0,65.0
2024-04-17,Tomato_Indian,केजी,60.0,70.0,65.0
2024-04-18,Tomato_Indian,केजी,60.0,70.0,65.0
2024-04-19,Tomato_Indian,केजी,60.0,70.0,65.0
2024-04-20,Tomato_Indian,केजी,60.0,70.0,65.0
2024-04-21,Tomato_Indian,केजी,60.0,70.0,65.0
2024-04-22,Tomato_Indian,केजी,60.0,70.0,65.0
2024-04-23,Tomato_Indian,केजी,60.0,70.0,65.0
2024-04-24,Tomato_Indian,केजी,60.0,70.0,65.0
2024-04-25,Tomato_Indian,केजी,70.0,80.0,76.67
2024-04-26,Tomato_Indian,केजी,70.0,80.0,76.67
2024-04-27,Tomato_Indian,केजी,70.0,80.0,75.0
2024-04-28,Tomato_Indian,केजी,60.0,70.0,65.0
2024-04-29,Tomato_Indian,केजी,60.0,70.0,65.0
2024-04-30,Tomato_Indian,केजी,60.0,70.0,65.0
2024-05-01,Tomato_Indian,केजी,60.0,70.0,65.0
2024-05-02,Tomato_Indian,केजी,60.0,70.0,65.0
2024-05-03,Tomato_Indian,केजी,60.0,70.0,65.0
2024-05-04,Tomato_Indian,केजी,60.0,70.0,65.0
2024-05-05,Tomato_Indian,केजी,60.0,70.0,65.0
2024-05-06,Tomato_Indian,केजी,60.0,70.0,65.0
2024-05-07,Tomato_Indian,केजी,60.0,70.0,65.0
2024-05-08,Tomato_Indian,केजी,60.0,70.0,65.0
2024-05-10,Tomato_Indian,केजी,60.0,70.0,65.0
2024-05-11,Tomato_Indian,केजी,70.0,80.0,76.67
2024-05-12,Tomato_Indian,केजी,70.0,80.0,75.0
2024-05-13,Tomato_Indian,केजी,60.0,70.0,65.0
2024-05-14,Tomato_Indian,केजी,60.0,70.0,65.0
2024-05-15,Tomato_Indian,केजी,60.0,70.0,65.0
2024-05-16,Tomato_Indian,केजी,60.0,70.0,65.0
2024-05-17,Tomato_Indian,केजी,70.0,80.0,75.0
2024-05-18,Tomato_Indian,केजी,60.0,70.0,65.0
2024-05-19,Tomato_Indian,केजी,65.0,80.0,71.67
2024-05-20,Tomato_Indian,केजी,60.0,70.0,65.0
2024-05-21,Tomato_Indian,केजी,60.0,70.0,66.67
2024-05-22,Tomato_Indian,केजी,60.0,70.0,65.0
2024-05-23,Tomato_Indian,केजी,50.0,60.0,55.0
2024-05-24,Tomato_Indian,केजी,40.0,50.0,45.0
2024-05-25,Tomato_Indian,केजी,50.0,60.0,56.67
2024-05-26,Tomato_Indian,केजी,50.0,60.0,55.0
2024-05-27,Tomato_Indian,केजी,50.0,60.0,55.0
2024-05-28,Tomato_Indian,केजी,50.0,60.0,56.67
2024-05-29,Tomato_Indian,केजी,50.0,60.0,55.0
2024-05-30,Tomato_Indian,केजी,50.0,60.0,55.0
2024-05-31,Tomato_Indian,केजी,60.0,70.0,65.0
2024-06-01,Tomato_Indian,केजी,60.0,70.0,65.0
2024-06-02,Tomato_Indian,केजी,70.0,80.0,75.0
2024-06-03,Tomato_Indian,केजी,50.0,60.0,55.0
2024-06-04,Tomato_Indian,केजी,50.0,60.0,55.0
2024-06-05,Tomato_Indian,केजी,60.0,70.0,65.0
2024-06-06,Tomato_Indian,केजी,60.0,70.0,65.0
2024-06-07,Tomato_Indian,केजी,60.0,70.0,65.0
2024-06-08,Tomato_Indian,केजी,50.0,60.0,55.0
2024-06-09,Tomato_Indian,केजी,55.0,60.0,58.33
2024-06-10,Tomato_Indian,केजी,50.0,60.0,55.0
2024-06-11,Tomato_Indian,केजी,50.0,60.0,55.0
2024-06-12,Tomato_Indian,केजी,60.0,70.0,65.0
2024-06-13,Tomato_Indian,केजी,60.0,70.0,65.0
2024-06-14,Tomato_Indian,केजी,60.0,70.0,65.0
2024-06-15,Tomato_Indian,केजी,60.0,70.0,65.0
2024-06-16,Tomato_Indian,केजी,60.0,70.0,65.0
2024-06-17,Tomato_Indian,केजी,60.0,70.0,64.67
2024-06-18,Tomato_Indian,केजी,60.0,70.0,65.0
2024-07-07,Tomato_Indian,केजी,110.0,120.0,115.0
2024-07-09,Tomato_Indian,केजी,55.0,65.0,60.0
2024-07-13,Tomato_Indian,केजी,110.0,120.0,116.67
2024-07-14,Tomato_Indian,केजी,110.0,120.0,115.0
2024-07-16,Tomato_Indian,केजी,110.0,120.0,115.0
2024-07-18,Tomato_Indian,केजी,100.0,120.0,110.0
2024-07-21,Tomato_Indian,केजी,90.0,100.0,95.0
2024-08-15,Tomato_Indian,केजी,90.0,100.0,95.0
2024-08-16,Tomato_Indian,केजी,80.0,90.0,86.67
2024-08-17,Tomato_Indian,केजी,70.0,80.0,76.67
2024-08-18,Tomato_Indian,केजी,80.0,90.0,85.0
2024-08-19,Tomato_Indian,केजी,90.0,100.0,96.67
2024-08-20,Tomato_Indian,केजी,90.0,100.0,95.0
2024-08-21,Tomato_Indian,केजी,80.0,90.0,86.67
2024-08-22,Tomato_Indian,केजी,80.0,90.0,85.0
2024-08-24,Tomato_Indian,केजी,80.0,90.0,85.0
2024-08-25,Tomato_Indian,केजी,80.0,90.0,85.0
2024-08-26,Tomato_Indian,केजी,90.0,110.0,102.5
2024-08-27,Tomato_Indian,केजी,90.0,100.0,95.0
2024-08-28,Tomato_Indian,केजी,80.0,90.0,86.67
2024-08-29,Tomato_Indian,केजी,80.0,90.0,85.0
2024-08-30,Tomato_Indian,केजी,60.0,70.0,65.0
2024-08-31,Tomato_Indian,केजी,60.0,70.0,66.0
2024-09-01,Tomato_Indian,केजी,60.0,70.0,65.0
2024-09-02,Tomato_Indian,केजी,50.0,60.0,55.0
2024-09-03,Tomato_Indian,केजी,60.0,70.0,65.0
2024-09-04,Tomato_Indian,केजी,60.0,70.0,65.0
2024-09-05,Tomato_Indian,केजी,60.0,70.0,65.0
2024-09-06,Tomato_Indian,केजी,50.0,60.0,55.0
2024-09-07,Tomato_Indian,केजी,60.0,70.0,65.0
2024-09-08,Tomato_Indian,केजी,50.0,60.0,55.0
2024-09-09,Tomato_Indian,केजी,60.0,70.0,65.0
2024-09-10,Tomato_Indian,केजी,60.0,70.0,65.0
2024-09-11,Tomato_Indian,केजी,60.0,70.0,65.0
2024-09-12,Tomato_Indian,केजी,50.0,60.0,55.0
2024-09-13,Tomato_Indian,केजी,60.0,70.0,65.0
2024-09-14,Tomato_Indian,केजी,60.0,70.0,65.0
2024-09-15,Tomato_Indian,केजी,60.0,70.0,65.0
2024-09-16,Tomato_Indian,केजी,70.0,80.0,75.0
2024-09-17,Tomato_Indian,केजी,70.0,80.0,75.0
2024-09-18,Tomato_Indian,केजी,60.0,70.0,65.0
2024-09-19,Tomato_Indian,केजी,60.0,70.0,65.0
2024-09-20,Tomato_Indian,केजी,70.0,80.0,75.0
2024-09-21,Tomato_Indian,केजी,80.0,90.0,85.0
2024-09-22,Tomato_Indian,केजी,80.0,90.0,85.0
2024-09-23,Tomato_Indian,केजी,80.0,90.0,85.0
2024-09-24,Tomato_Indian,केजी,80.0,90.0,85.0
2024-09-25,Tomato_Indian,केजी,90.0,100.0,95.0
2024-09-26,Tomato_Indian,केजी,90.0,100.0,95.0
2024-09-27,Tomato_Indian,केजी,100.0,110.0,105.0
2024-09-28,Tomato_Indian,केजी,100.0,110.0,105.0
2024-09-29,Tomato_Indian,केजी,100.0,120.0,110.0
2024-09-30,Tomato_Indian,केजी,100.0,120.0,110.0
2024-10-01,Tomato_Indian,केजी,130.0,140.0,135.0
2024-10-02,Tomato_Indian,केजी,110.0,130.0,120.0
2024-10-03,Tomato_Indian,केजी,110.0,130.0,120.0
2024-10-04,Tomato_Indian,केजी,140.0,150.0,145.0
2024-10-05,Tomato_Indian,केजी,140.0,160.0,150.0
2024-10-06,Tomato_Indian,केजी,130.0,150.0,140.0
2024-10-07,Tomato_Indian,केजी,130.0,150.0,140.0
2024-10-08,Tomato_Indian,केजी,140.0,150.0,145.0
2024-10-09,Tomato_Indian,केजी,130.0,140.0,135.0
2024-10-10,Tomato_Indian,केजी,140.0,150.0,145.0
2024-10-11,Tomato_Indian,केजी,130.0,150.0,141.25
2024-10-12,Tomato_Indian,केजी,140.0,150.0,145.0
2024-10-13,Tomato_Indian,केजी,140.0,150.0,145.0
2024-10-14,Tomato_Indian,केजी,140.0,150.0,145.0
2024-10-15,Tomato_Indian,केजी,140.0,150.0,145.0
2024-10-16,Tomato_Indian,केजी,140.0,150.0,145.0
2024-10-17,Tomato_Indian,केजी,130.0,140.0,135.0
2024-10-18,Tomato_Indian,केजी,130.0,140.0,135.0
2024-10-19,Tomato_Indian,केजी,130.0,140.0,135.0
2024-10-20,Tomato_Indian,केजी,130.0,140.0,135.0
2024-10-21,Tomato_Indian,केजी,130.0,150.0,140.0
2024-10-22,Tomato_Indian,केजी,140.0,150.0,145.0
2024-10-23,Tomato_Indian,केजी,140.0,150.0,145.0
2024-10-24,Tomato_Indian,केजी,120.0,130.0,125.0
2024-10-25,Tomato_Indian,केजी,120.0,130.0,125.0
2024-10-26,Tomato_Indian,केजी,120.0,130.0,125.0
2024-10-27,Tomato_Indian,केजी,110.0,120.0,115.0
2024-10-28,Tomato_Indian,केजी,100.0,120.0,110.0
2024-10-29,Tomato_Indian,केजी,90.0,120.0,105.0
2024-10-30,Tomato_Indian,केजी,100.0,120.0,110.0
2024-10-31,Tomato_Indian,केजी,90.0,100.0,95.0
2024-11-01,Tomato_Indian,केजी,90.0,100.0,95.0
2024-11-02,Tomato_Indian,केजी,80.0,100.0,90.0
2024-11-03,Tomato_Indian,केजी,80.0,90.0,85.0
2024-11-04,Tomato_Indian,केजी,80.0,90.0,85.0
2024-11-05,Tomato_Indian,केजी,80.0,90.0,85.0
2024-11-06,Tomato_Indian,केजी,80.0,90.0,85.0
2024-11-07,Tomato_Indian,केजी,90.0,100.0,95.0
2024-11-08,Tomato_Indian,केजी,80.0,90.0,85.0
2024-11-09,Tomato_Indian,केजी,90.0,100.0,95.0
2024-11-10,Tomato_Indian,केजी,90.0,110.0,98.75
2024-11-11,Tomato_Indian,केजी,90.0,100.0,95.0
2024-11-12,Tomato_Indian,केजी,90.0,100.0,95.0
2024-11-13,Tomato_Indian,केजी,90.0,100.0,95.0
2024-11-14,Tomato_Indian,केजी,90.0,100.0,95.0
2024-11-15,Tomato_Indian,केजी,90.0,100.0,95.0
2024-11-16,Tomato_Indian,केजी,90.0,100.0,95.0
2024-11-17,Tomato_Indian,केजी,90.0,100.0,95.0
2024-11-18,Tomato_Indian,केजी,90.0,100.0,95.0
2024-11-20,Tomato_Indian,केजी,90.0,100.0,95.0
2024-11-21,Tomato_Indian,केजी,90.0,100.0,95.0
2024-11-22,Tomato_Indian,केजी,90.0,100.0,95.0
2024-11-23,Tomato_Indian,केजी,90.0,100.0,95.0
2024-11-24,Tomato_Indian,केजी,90.0,100.0,95.0
2024-11-25,Tomato_Indian,केजी,90.0,100.0,95.0
2024-11-26,Tomato_Indian,केजी,90.0,100.0,95.0
2024-11-27,Tomato_Indian,केजी,90.0,100.0,95.0
2024-11-28,Tomato_Indian,केजी,90.0,100.0,95.0
2024-11-29,Tomato_Indian,केजी,90.0,100.0,95.0
2024-11-30,Tomato_Indian,केजी,90.0,100.0,95.0
2024-12-01,Tomato_Indian,केजी,80.0,100.0,90.0
2024-12-02,Tomato_Indian,केजी,90.0,100.0,95.0
2024-12-03,Tomato_Indian,केजी,90.0,100.0,95.0
2024-12-04,Tomato_Indian,केजी,90.0,100.0,95.0
2024-12-05,Tomato_Indian,केजी,90.0,100.0,95.0
2024-12-06,Tomato_Indian,केजी,90.0,100.0,95.0
2024-12-07,Tomato_Indian,केजी,90.0,100.0,95.0
2024-12-08,Tomato_Indian,केजी,90.0,100.0,95.0
2024-12-09,Tomato_Indian,केजी,90.0,100.0,95.0
2024-12-10,Tomato_Indian,केजी,90.0,100.0,95.0
2024-12-11,Tomato_Indian,केजी,90.0,100.0,95.0
2024-12-12,Tomato_Indian,केजी,90.0,100.0,95.0
2024-12-13,Tomato_Indian,केजी,90.0,100.0,95.0
2024-12-14,Tomato_Indian,केजी,90.0,100.0,95.0
2024-12-15,Tomato_Indian,केजी,90.0,100.0,95.0
2024-12-16,Tomato_Indian,केजी,90.0,100.0,95.0
2024-12-17,Tomato_Indian,केजी,90.0,100.0,95.0
2024-12-18,Tomato_Indian,केजी,90.0,100.0,95.0
2024-12-19,Tomato_Indian,केजी,90.0,100.0,95.0
2024-12-20,Tomato_Indian,केजी,90.0,100.0,95.0
2024-12-21,Tomato_Indian,केजी,90.0,100.0,95.0
2024-12-22,Tomato_Indian,केजी,90.0,100.0,95.0
2024-12-23,Tomato_Indian,केजी,90.0,100.0,95.0
2024-12-24,Tomato_Indian,केजी,80.0,90.0,85.0
2024-12-25,Tomato_Indian,केजी,80.0,90.0,85.0
2024-12-26,Tomato_Indian,केजी,80.0,90.0,85.0
2024-12-27,Tomato_Indian,केजी,80.0,90.0,85.0
2024-12-28,Tomato_Indian,केजी,80.0,90.0,85.0
2024-12-29,Tomato_Indian,केजी,80.0,90.0,85.0
2024-12-30,Tomato_Indian,केजी,80.0,90.0,85.0
2024-12-31,Tomato_Indian,केजी,80.0,90.0,85.0
2025-01-01,Tomato_Indian,केजी,80.0,90.0,85.0
2025-01-02,Tomato_Indian,केजी,80.0,90.0,85.0
2025-01-03,Tomato_Indian,केजी,80.0,90.0,85.0
2025-01-04,Tomato_Indian,केजी,80.0,90.0,85.0
2025-01-05,Tomato_Indian,केजी,80.0,90.0,85.0
2025-01-06,Tomato_Indian,केजी,70.0,80.0,75.0
2025-01-07,Tomato_Indian,केजी,70.0,80.0,75.0
2025-01-08,Tomato_Indian,केजी,60.0,70.0,65.0
2025-01-09,Tomato_Indian,केजी,70.0,80.0,75.0
2025-01-10,Tomato_Indian,केजी,60.0,70.0,65.0
2025-01-11,Tomato_Indian,केजी,70.0,80.0,75.0
2025-01-12,Tomato_Indian,केजी,60.0,70.0,65.0
2025-01-13,Tomato_Indian,केजी,60.0,70.0,65.0
2025-01-14,Tomato_Indian,केजी,60.0,70.0,65.0
2025-01-15,Tomato_Indian,केजी,60.0,70.0,65.0
2025-01-16,Tomato_Indian,केजी,60.0,70.0,65.0
2025-01-17,Tomato_Indian,केजी,60.0,70.0,65.0
2025-01-18,Tomato_Indian,केजी,60.0,70.0,65.0
2025-01-19,Tomato_Indian,केजी,60.0,70.0,65.0
2025-01-20,Tomato_Indian,केजी,60.0,70.0,65.0
2025-01-21,Tomato_Indian,केजी,60.0,70.0,65.0
2025-01-22,Tomato_Indian,केजी,60.0,70.0,65.0
2025-01-23,Tomato_Indian,केजी,60.0,70.0,65.0
2025-01-24,Tomato_Indian,केजी,60.0,70.0,65.0
2025-01-25,Tomato_Indian,केजी,60.0,70.0,65.0
2025-01-26,Tomato_Indian,केजी,60.0,70.0,65.0
2025-01-27,Tomato_Indian,केजी,60.0,70.0,65.0
2025-01-28,Tomato_Indian,केजी,60.0,70.0,65.0
2025-01-29,Tomato_Indian,केजी,60.0,70.0,65.0
2025-01-30,Tomato_Indian,केजी,60.0,70.0,65.0
2025-01-31,Tomato_Indian,केजी,60.0,70.0,65.0
2025-02-01,Tomato_Indian,केजी,60.0,70.0,65.0
2025-02-02,Tomato_Indian,केजी,60.0,70.0,65.0
2025-02-03,Tomato_Indian,केजी,60.0,70.0,65.0
2025-02-04,Tomato_Indian,केजी,60.0,70.0,65.0
2025-02-05,Tomato_Indian,केजी,60.0,70.0,65.0
2025-02-06,Tomato_Indian,केजी,50.0,60.0,55.0
2025-02-07,Tomato_Indian,केजी,50.0,60.0,55.0
2025-02-08,Tomato_Indian,केजी,50.0,60.0,55.0
2025-02-09,Tomato_Indian,केजी,50.0,60.0,55.0
2025-02-10,Tomato_Indian,केजी,50.0,60.0,55.0
2025-02-11,Tomato_Indian,केजी,50.0,60.0,55.0
2025-02-12,Tomato_Indian,केजी,50.0,60.0,55.0
2025-02-13,Tomato_Indian,केजी,50.0,60.0,55.0
2025-02-14,Tomato_Indian,केजी,50.0,60.0,55.0
2025-02-15,Tomato_Indian,केजी,50.0,60.0,55.0
2025-02-16,Tomato_Indian,केजी,50.0,60.0,55.0
2025-02-17,Tomato_Indian,केजी,50.0,60.0,55.0
2025-02-18,Tomato_Indian,केजी,50.0,60.0,55.0
2025-02-19,Tomato_Indian,केजी,50.0,60.0,55.0
2025-02-20,Tomato_Indian,केजी,50.0,60.0,55.0
2025-02-21,Tomato_Indian,केजी,50.0,60.0,55.0
2025-02-22,Tomato_Indian,केजी,40.0,50.0,45.0
2025-02-23,Tomato_Indian,केजी,40.0,50.0,45.0
2025-02-24,Tomato_Indian,केजी,40.0,50.0,45.0
2025-02-25,Tomato_Indian,केजी,40.0,50.0,45.0
2025-02-26,Tomato_Indian,केजी,50.0,60.0,55.0
2025-02-27,Tomato_Indian,केजी,50.0,60.0,55.0
2025-02-28,Tomato_Indian,केजी,50.0,60.0,55.0
2025-03-01,Tomato_Indian,केजी,50.0,60.0,55.0
2025-03-02,Tomato_Indian,केजी,50.0,60.0,55.0
2025-03-03,Tomato_Indian,केजी,50.0,60.0,55.0
2025-03-05,Tomato_Indian,केजी,40.0,50.0,45.0
2025-03-06,Tomato_Indian,केजी,40.0,50.0,45.0
2025-03-07,Tomato_Indian,केजी,40.0,50.0,45.0
2025-03-08,Tomato_Indian,केजी,40.0,50.0,45.0
2025-03-09,Tomato_Indian,केजी,40.0,50.0,45.0
2025-03-10,Tomato_Indian,केजी,40.0,50.0,45.0
2025-03-11,Tomato_Indian,केजी,40.0,50.0,45.0
2025-03-12,Tomato_Indian,केजी,40.0,50.0,45.0
2025-03-13,Tomato_Indian,केजी,40.0,50.0,45.0
2025-03-14,Tomato_Indian,केजी,40.0,50.0,45.0
2025-03-15,Tomato_Indian,केजी,40.0,50.0,45.0
2025-03-16,Tomato_Indian,केजी,40.0,50.0,45.0
2025-03-17,Tomato_Indian,केजी,40.0,50.0,45.0
2025-03-18,Tomato_Indian,केजी,40.0,50.0,45.0
2025-03-19,Tomato_Indian,केजी,40.0,50.0,45.0
2025-03-20,Tomato_Indian,केजी,40.0,50.0,45.0
2025-03-21,Tomato_Indian,केजी,40.0,50.0,45.0
2025-03-22,Tomato_Indian,केजी,40.0,50.0,45.0
2025-03-23,Tomato_Indian,केजी,40.0,50.0,45.0
2025-03-24,Tomato_Indian,केजी,40.0,50.0,45.0
2025-03-25,Tomato_Indian,केजी,40.0,50.0,45.0
2025-03-26,Tomato_Indian,केजी,40.0,50.0,45.0
2025-03-27,Tomato_Indian,केजी,40.0,50.0,45.0
2025-03-28,Tomato_Indian,केजी,40.0,50.0,45.0
2025-03-29,Tomato_Indian,केजी,40.0,50.0,45.0
2025-03-30,Tomato_Indian,केजी,40.0,50.0,45.0
2025-03-31,Tomato_Indian,केजी,40.0,50.0,45.0
2025-04-01,Tomato_Indian,केजी,40.0,50.0,45.0
2025-04-02,Tomato_Indian,केजी,40.0,50.0,45.0
2025-04-03,Tomato_Indian,केजी,40.0,50.0,45.0
2025-04-04,Tomato_Indian,केजी,40.0,50.0,45.0
2025-04-05,Tomato_Indian,केजी,40.0,50.0,45.0
2025-04-06,Tomato_Indian,केजी,40.0,50.0,45.0
2025-04-07,Tomato_Indian,केजी,40.0,50.0,45.0
2025-04-08,Tomato_Indian,केजी,40.0,50.0,45.0
2025-04-09,Tomato_Indian,केजी,40.0,50.0,45.0
2025-04-10,Tomato_Indian,केजी,40.0,50.0,45.0
2025-04-11,Tomato_Indian,केजी,40.0,50.0,45.0
2025-04-12,Tomato_Indian,केजी,40.0,50.0,45.0
2025-04-13,Tomato_Indian,केजी,40.0,50.0,45.0
2025-04-14,Tomato_Indian,केजी,40.0,50.0,45.0
2025-04-15,Tomato_Indian,केजी,40.0,50.0,45.0
2025-04-16,Tomato_Indian,केजी,40.0,50.0,45.0
2025-04-17,Tomato_Indian,केजी,40.0,50.0,45.0
2025-04-18,Tomato_Indian,केजी,40.0,50.0,45.0
2025-04-19,Tomato_Indian,केजी,40.0,50.0,45.0
2025-04-20,Tomato_Indian,केजी,50.0,60.0,55.0
2025-04-21,Tomato_Indian,केजी,50.0,60.0,55.0
2025-04-22,Tomato_Indian,केजी,50.0,60.0,55.0
2025-04-23,Tomato_Indian,केजी,50.0,60.0,55.0
2025-04-24,Tomato_Indian,केजी,50.0,60.0,55.0
2025-04-25,Tomato_Indian,केजी,50.0,60.0,55.0
2025-04-26,Tomato_Indian,केजी,50.0,60.0,55.0
2025-04-27,Tomato_Indian,केजी,50.0,60.0,55.0
2025-04-28,Tomato_Indian,केजी,50.0,60.0,55.0
2025-04-29,Tomato_Indian,केजी,50.0,60.0,55.0
2025-04-30,Tomato_Indian,केजी,50.0,60.0,55.0
2025-05-01,Tomato_Indian,केजी,50.0,60.0,55.0
2025-05-02,Tomato_Indian,केजी,50.0,60.0,55.0
2025-05-03,Tomato_Indian,केजी,50.0,60.0,55.0
2025-05-04,Tomato_Indian,केजी,50.0,60.0,55.0
2025-05-05,Tomato_Indian,केजी,60.0,70.0,65.0
2025-05-06,Tomato_Indian,केजी,60.0,70.0,65.0
2025-05-07,Tomato_Indian,केजी,60.0,70.0,65.0
2025-05-08,Tomato_Indian,केजी,60.0,70.0,65.0
2025-05-09,Tomato_Indian,केजी,60.0,70.0,65.0
2025-05-10,Tomato_Indian,केजी,60.0,70.0,65.0
2025-05-11,Tomato_Indian,केजी,60.0,70.0,65.0
2025-05-12,Tomato_Indian,केजी,60.0,70.0,65.0
2025-05-13,Tomato_Indian,केजी,60.0,70.0,65.0
2025-05-14,Tomato_Indian,केजी,60.0,70.0,65.0
2025-05-15,Tomato_Indian,केजी,60.0,70.0,65.0
2025-05-16,Tomato_Indian,केजी,60.0,70.0,65.0
2025-05-17,Tomato_Indian,केजी,60.0,70.0,65.0
2025-05-18,Tomato_Indian,केजी,60.0,70.0,65.0
2025-05-19,Tomato_Indian,केजी,60.0,70.0,65.0
2025-05-20,Tomato_Indian,केजी,60.0,70.0,65.0
2025-05-21,Tomato_Indian,केजी,50.0,60.0,55.0
2025-05-22,Tomato_Indian,केजी,50.0,60.0,55.0
2025-05-23,Tomato_Indian,केजी,35.0,40.0,37.67
2025-05-24,Tomato_Indian,केजी,35.0,40.0,37.33
2025-05-25,Tomato_Indian,केजी,50.0,60.0,55.0
2025-05-26,Tomato_Indian,केजी,45.0,55.0,50.0
2025-05-27,Tomato_Indian,केजी,50.0,60.0,55.0
2025-05-28,Tomato_Indian,केजी,50.0,60.0,55.0
2025-05-29,Tomato_Indian,केजी,50.0,60.0,55.0
2025-05-30,Tomato_Indian,केजी,50.0,60.0,55.0
2025-05-31,Tomato_Indian,केजी,50.0,60.0,55.0
2025-06-01,Tomato_Indian,केजी,50.0,60.0,55.0
2025-06-02,Tomato_Indian,केजी,55.0,65.0,60.0
2025-06-03,Tomato_Indian,केजी,55.0,65.0,60.0
2025-06-04,Tomato_Indian,केजी,55.0,65.0,60.0
2025-06-05,Tomato_Indian,केजी,60.0,70.0,65.0
2025-06-06,Tomato_Indian,केजी,69.0,79.0,74.75
2025-06-07,Tomato_Indian,केजी,70.0,80.0,75.0
2025-06-08,Tomato_Indian,केजी,70.0,80.0,75.4
2025-06-09,Tomato_Indian,केजी,70.0,80.0,75.25
2025-06-10,Tomato_Indian,केजी,70.0,80.0,75.0
2025-06-11,Tomato_Indian,केजी,100.0,110.0,104.25
2025-06-12,Tomato_Indian,केजी,90.0,100.0,96.2
2025-06-13,Tomato_Indian,केजी,70.0,80.0,73.8
2025-06-14,Tomato_Indian,केजी,75.0,85.0,80.0
2025-06-15,Tomato_Indian,केजी,90.0,100.0,94.25
2025-06-16,Tomato_Indian,केजी,90.0,100.0,97.0
2025-06-17,Tomato_Indian,केजी,90.0,100.0,95.0
2025-06-18,Tomato_Indian,केजी,90.0,100.0,95.0
2025-06-19,Tomato_Indian,केजी,85.0,95.0,88.4
2025-06-20,Tomato_Indian,केजी,85.0,95.0,90.0
2025-06-21,Tomato_Indian,केजी,80.0,95.0,87.5
