date,temperature_avg,temperature_min,temperature_max,precipitation,wind_speed,air_pressure,rainfall_mm,usd_to_npr
2021-07-22,24.0,20.4,29.2,7.9,4.9,1006.8,,
2021-07-23,23.8,20.6,30.6,0.0,7.5,1007.0,,
2021-07-24,25.0,19.7,31.1,42.9,7.0,1007.8,,
2021-07-25,23.2,20.6,30.8,10.9,8.9,1007.2,,
2021-07-26,22.6,20.0,24.6,26.9,2.6,1007.1,,
2021-07-27,23.1,20.2,27.8,,7.4,1005.4,,
2021-07-28,23.2,19.4,29.1,17.5,6.7,1005.5,,
2021-07-29,23.8,19.4,29.2,18.5,7.7,1006.5,,
2021-07-30,23.5,20.6,28.4,9.9,5.8,1007.7,,
2021-07-31,24.5,20.6,29.8,9.1,7.0,1008.2,,
2021-08-01,23.7,20.2,29.6,0.3,9.5,1007.3,,
2021-08-02,23.4,20.8,28.0,,9.9,1008.2,,
2021-08-03,23.5,20.6,27.6,,6.2,1009.4,,
2021-08-04,21.9,20.6,25.4,4.3,5.1,1010.9,,
2021-08-05,23.2,18.9,29.1,0.8,6.1,1010.1,,
2021-08-06,24.3,20.4,31.0,10.7,6.8,1009.3,,
2021-08-07,23.5,20.4,28.6,7.4,5.8,1011.1,,
2021-08-08,23.0,20.6,28.9,14.0,6.2,1012.7,,
2021-08-09,23.5,19.9,28.8,18.0,7.8,1012.2,,
2021-08-10,23.9,19.4,29.2,0.5,8.5,1009.6,,
2021-08-11,24.0,20.1,29.1,0.8,8.2,1009.9,,
2021-08-12,23.2,21.2,29.7,10.4,5.6,1011.0,,
2021-08-13,23.3,20.0,29.0,3.3,7.5,1009.9,,
2021-08-14,23.3,20.6,28.5,4.6,7.4,1007.7,,
2021-08-15,23.2,20.1,26.9,5.6,7.0,1010.0,,
2021-08-16,23.8,20.6,28.8,0.0,7.5,1013.0,,
2021-08-17,23.1,20.8,29.0,18.8,6.0,1012.6,,
2021-08-18,22.7,20.6,27.8,4.8,6.1,1011.2,,
2021-08-19,22.9,19.6,28.6,18.3,7.0,1011.3,,
2021-08-20,22.7,20.1,27.8,0.0,7.9,1014.4,,
2021-08-21,22.7,20.2,28.9,0.0,7.4,1014.9,,
2021-08-22,22.9,20.0,26.6,,6.4,1013.7,,
2021-08-23,21.5,19.6,24.1,24.9,4.2,1012.2,,
2021-08-24,22.3,20.2,26.8,5.6,4.9,1010.6,,
2021-08-25,22.9,20.1,27.1,1.5,4.6,1008.1,,
2021-08-26,22.0,20.7,26.1,1.3,6.2,1007.4,,
2021-08-27,21.0,18.6,23.4,41.4,3.4,1011.2,,
2021-08-28,21.0,19.4,26.3,13.7,4.3,1011.2,,
2021-08-29,19.9,18.6,20.9,25.1,6.2,1013.0,,
2021-08-30,21.5,18.8,27.6,7.9,3.9,1015.5,,
2021-08-31,22.7,19.2,29.1,23.9,5.0,1016.4,,
2021-09-01,23.4,19.4,28.6,,6.0,1014.7,,
2021-09-02,23.2,19.2,28.6,3.8,7.6,1013.4,,
2021-09-03,21.7,20.1,26.8,5.6,5.5,1013.2,,
2021-09-04,23.9,18.8,29.4,0.0,7.5,1011.3,,
2021-09-05,24.3,20.2,30.1,11.7,7.5,1012.3,,
2021-09-06,22.0,18.4,29.1,121.7,7.7,1013.5,,
2021-09-07,22.4,19.6,29.4,12.2,6.2,1015.7,,
2021-09-08,22.3,19.2,29.3,35.1,5.6,1015.0,,
2021-09-09,21.3,19.3,24.6,,4.0,1014.1,,
2021-09-10,22.6,18.6,29.2,0.0,5.2,1014.4,,
2021-09-11,23.7,18.6,30.2,0.0,5.9,1014.1,,
2021-09-12,23.7,20.0,31.4,0.5,6.7,1010.8,,
2021-09-13,22.7,18.6,30.3,13.2,6.5,1011.7,,
2021-09-14,23.2,19.2,28.6,,5.6,1014.0,,
2021-09-15,21.7,19.6,24.6,,7.1,1015.7,,
2021-09-16,21.7,19.0,25.6,,2.3,1014.3,,
2021-09-17,20.7,18.8,23.2,,4.1,1013.5,,
2021-09-18,22.5,17.3,29.3,0.3,5.2,1014.2,,
2021-09-19,23.6,19.1,30.6,0.0,6.8,1016.0,,
2021-09-20,21.9,19.6,28.9,0.5,8.3,1014.8,,
2021-09-21,22.4,18.6,29.0,25.4,6.7,1014.7,,
2021-09-22,21.3,18.6,24.8,19.6,4.3,1014.1,,
2021-09-23,22.3,18.1,28.7,2.3,5.8,1016.0,,
2021-09-24,22.9,18.2,30.1,0.0,6.7,1016.1,,
2021-09-25,22.2,19.2,29.2,0.0,7.4,1015.0,,
2021-09-26,21.6,18.4,29.1,21.1,4.4,1015.1,,
2021-09-27,21.6,18.6,29.3,,5.5,1015.2,,
2021-09-28,20.9,17.6,26.2,15.5,5.9,1017.3,,
2021-09-29,21.8,17.4,27.6,0.3,7.1,1017.1,,
2021-09-30,22.3,19.2,28.4,0.0,5.7,1017.9,,
2021-10-01,22.0,18.6,28.3,0.0,6.4,1017.2,,
2021-10-02,21.4,18.8,25.6,,7.8,1014.6,,
2021-10-03,21.3,18.2,28.6,3.8,9.0,1013.2,,
2021-10-04,21.8,18.4,28.4,2.8,5.1,1013.7,,
2021-10-05,22.0,18.3,27.6,38.6,7.1,1016.6,,
2021-10-06,22.3,19.2,28.1,,6.8,1015.4,,
2021-10-07,22.2,18.1,28.0,0.0,6.3,1014.1,,
2021-10-08,22.3,17.3,29.1,0.0,6.9,1013.5,,
2021-10-09,22.5,17.9,28.9,0.0,8.1,1013.4,,
2021-10-10,22.4,18.1,29.1,0.0,6.7,1014.8,,
2021-10-11,22.9,17.1,30.3,0.0,5.6,1014.4,,
2021-10-12,22.9,18.4,30.9,0.0,5.9,1014.4,,
2021-10-13,22.8,17.1,31.1,0.0,5.7,1014.7,,
2021-10-14,22.8,16.3,31.2,0.0,6.6,1014.8,,
2021-10-15,22.9,16.3,30.0,,5.8,1013.5,,
2021-10-16,23.1,17.0,31.2,0.0,6.2,1015.3,,
2021-10-17,21.5,17.6,27.1,9.4,5.6,1017.1,,
2021-10-18,20.5,18.4,24.6,3.8,2.7,1015.9,,
2021-10-19,19.5,18.4,21.6,,11.0,1014.6,,
2021-10-20,19.9,17.6,25.5,5.3,7.6,1016.3,,
2021-10-21,19.6,15.6,28.1,0.0,9.1,1015.6,,
2021-10-22,19.1,14.6,24.6,0.0,6.2,1017.2,,
2021-10-23,19.5,16.4,27.1,0.0,9.9,1020.0,,
2021-10-24,18.7,15.3,26.2,0.0,7.4,1020.7,,
2021-10-25,18.0,13.4,25.0,,6.1,1019.4,,
2021-10-26,18.0,14.0,25.1,0.0,6.4,1019.1,,
2021-10-27,17.8,12.6,24.7,0.0,6.9,1020.2,,
2021-10-28,18.0,12.1,25.1,0.0,5.9,1020.8,,
2021-10-29,16.8,12.0,24.6,0.0,8.8,1022.2,,
2021-10-30,16.7,10.2,24.3,0.0,6.2,1020.9,,
2021-10-31,17.0,10.6,23.5,0.0,7.4,1019.6,,
2021-11-01,16.7,13.6,24.4,0.0,8.7,1020.4,,
2021-11-02,16.3,11.2,23.1,0.0,5.8,1021.5,,
2021-11-03,15.9,11.0,23.8,0.0,6.6,1020.2,,
2021-11-04,15.3,9.8,23.5,0.0,6.1,1019.2,,
2021-11-05,14.8,9.1,22.5,0.0,6.1,1018.5,,
2021-11-06,14.8,8.6,22.9,0.0,5.7,1016.6,,
2021-11-07,15.2,10.6,23.4,0.0,5.6,1017.4,,
2021-11-08,15.4,8.8,23.6,0.0,5.5,1019.0,,
2021-11-09,15.5,8.6,23.6,0.0,5.8,1020.0,,
2021-11-10,15.0,8.6,23.6,0.0,5.9,1019.5,,
2021-11-11,14.8,8.1,23.8,0.0,6.1,1019.0,,
2021-11-12,14.4,8.6,22.6,0.0,5.2,1018.9,,
2021-11-13,13.9,7.6,21.6,0.0,5.0,1018.6,,
2021-11-14,14.0,7.6,21.8,0.0,6.5,1017.9,,
2021-11-15,14.3,8.4,21.8,0.0,6.2,1016.2,,
2021-11-16,13.8,8.8,21.4,0.0,5.6,1017.7,,
2021-11-17,14.0,7.0,21.6,0.0,5.2,1020.7,,
2021-11-18,14.5,8.6,22.1,0.0,4.4,1018.8,,
2021-11-19,13.5,10.7,19.1,0.0,5.0,1016.4,,
2021-11-20,14.2,7.4,22.4,0.0,4.6,1016.3,,
2021-11-21,15.5,8.4,24.4,0.0,6.4,1016.6,,
2021-11-22,14.7,11.7,23.4,0.0,5.2,1016.0,,
2021-11-23,14.0,7.6,21.2,0.0,5.2,1016.7,,
2021-11-24,13.9,10.1,21.0,0.0,6.9,1018.6,,
2021-11-25,13.3,7.8,19.6,0.0,6.4,1019.0,,
2021-11-26,12.7,8.4,19.2,0.0,5.6,1019.8,,
2021-11-27,12.6,7.2,20.4,0.0,4.4,1021.1,,
2021-11-28,13.8,7.6,21.0,0.0,6.2,1021.9,,
2021-11-29,12.6,6.2,21.1,0.0,5.2,1021.1,,
2021-11-30,12.7,6.6,21.6,,4.6,1021.7,,
2021-12-01,13.4,5.9,22.0,0.0,4.6,1022.0,,
2021-12-02,14.0,8.4,20.6,,5.5,1021.0,,
2021-12-03,14.2,10.4,20.3,0.0,4.7,1022.0,,
2021-12-04,14.0,10.6,21.6,,5.0,1021.1,,
2021-12-05,15.3,10.0,22.7,0.0,4.1,1021.9,,
2021-12-06,13.5,8.8,21.6,0.0,4.7,1019.3,,
2021-12-07,13.3,8.4,22.3,0.0,6.1,1020.2,,
2021-12-08,12.5,5.9,21.6,0.0,5.7,1022.2,,
2021-12-09,12.6,5.8,20.6,0.0,5.2,1023.8,,
2021-12-10,11.7,6.2,20.2,0.0,5.9,1022.3,,
2021-12-11,11.2,5.2,18.6,,5.5,1021.7,,
2021-12-12,10.4,4.6,18.9,0.0,4.4,1023.1,,
2021-12-13,10.6,3.6,19.4,0.0,4.3,1022.0,,
2021-12-14,10.7,4.4,19.6,0.0,5.4,1020.6,,
2021-12-15,9.8,4.2,16.6,,5.4,1020.0,,
2021-12-16,9.6,2.8,18.6,,4.9,1020.7,,
2021-12-17,9.6,3.0,18.6,0.0,7.1,1020.4,,
2021-12-18,9.2,2.2,17.7,0.0,5.2,1019.8,,
2021-12-19,9.1,2.6,17.0,0.0,7.0,1020.1,,
2021-12-20,9.0,3.4,17.0,0.0,6.2,1020.7,,
2021-12-21,9.1,2.6,17.6,,6.1,1019.8,,
2021-12-22,9.0,2.6,17.6,,6.2,1017.8,,
2021-12-23,9.1,2.6,17.4,0.0,5.6,1017.9,,
2021-12-24,9.6,3.0,17.6,0.0,6.0,1018.1,,
2021-12-25,9.2,4.3,17.0,0.0,5.3,1019.2,,
2021-12-26,9.6,4.2,16.1,0.0,5.5,1021.3,,
2021-12-27,9.3,5.4,16.6,0.0,5.1,1022.3,,
2021-12-28,9.0,3.6,14.6,,4.7,1021.7,,
2021-12-29,7.4,6.4,9.6,,4.9,1021.7,,
2021-12-30,7.9,5.6,13.1,8.4,2.3,1024.8,,
2021-12-31,8.1,4.6,14.6,,4.3,1024.3,,
2022-01-01,9.0,3.4,16.6,,4.7,1023.5,,
2022-01-02,9.8,3.6,17.6,,4.5,1022.3,,
2022-01-03,10.0,4.0,18.1,0.0,5.3,1020.6,,
2022-01-04,10.2,4.1,17.6,0.0,5.0,1020.6,,
2022-01-05,11.0,5.6,17.6,0.0,5.8,1020.6,,
2022-01-06,12.0,7.6,17.6,,7.0,1020.3,,
2022-01-07,12.4,9.6,16.6,,4.7,1021.5,,
2022-01-08,12.3,7.2,17.8,0.0,4.3,1021.3,,
2022-01-09,12.3,7.6,18.6,0.0,5.3,1018.9,,
2022-01-10,12.4,8.6,20.8,0.0,6.7,1019.7,,
2022-01-11,11.8,6.4,18.3,0.0,4.8,1019.6,,
2022-01-12,10.3,7.6,17.1,0.0,6.1,1018.9,,
2022-01-13,9.5,5.6,16.1,3.0,6.2,1018.8,,
2022-01-14,9.3,4.4,15.6,,5.0,1019.4,,
2022-01-15,9.4,6.2,17.1,0.0,5.8,1019.6,,
2022-01-16,9.8,3.6,17.8,0.0,5.3,1021.1,,
2022-01-17,10.3,5.3,17.6,,5.7,1022.5,,
2022-01-18,10.6,4.2,18.6,0.0,6.8,1019.8,,
2022-01-19,10.9,4.6,18.0,0.0,6.5,1017.1,,
2022-01-20,9.0,7.2,13.0,0.3,3.7,1014.6,,
2022-01-21,8.7,6.2,15.7,1.8,5.1,1014.4,,
2022-01-22,8.5,4.0,12.6,,4.5,1013.9,,
2022-01-23,9.0,4.6,12.6,,5.0,1014.8,,
2022-01-24,9.2,5.6,15.1,0.0,5.0,1015.2,,
2022-01-25,9.7,4.1,16.1,0.0,6.6,1015.4,,
2022-01-26,8.2,5.9,13.5,0.0,8.7,1015.5,,
2022-01-27,8.3,4.0,13.6,0.0,7.9,1015.0,,
2022-01-28,8.1,4.1,13.8,,7.4,1016.1,,
2022-01-29,8.0,2.6,15.6,,5.9,1016.6,,
2022-01-30,8.7,3.6,15.3,0.0,8.4,1013.0,,
2022-01-31,9.2,3.4,16.9,0.0,7.1,1014.0,,
2022-02-01,8.1,4.2,16.3,0.0,7.2,1011.6,,
2022-02-02,8.1,2.8,14.6,0.0,7.5,1014.6,,
2022-02-03,9.4,3.6,15.8,,4.5,1015.9,,
2022-02-04,5.8,4.6,8.9,41.9,9.4,1013.2,,
2022-02-05,7.1,4.6,12.6,8.4,5.0,1013.0,,
2022-02-06,8.7,3.2,15.8,0.0,6.2,1017.0,,
2022-02-07,9.5,4.6,16.0,,6.6,1016.6,,
2022-02-08,10.2,7.6,16.6,0.0,6.9,1016.0,,
2022-02-09,11.3,4.8,17.8,0.0,6.6,1018.1,,
2022-02-10,10.7,6.0,18.6,0.0,10.8,1017.2,,
2022-02-11,9.8,4.5,17.6,0.0,8.8,1015.6,,
2022-02-12,10.2,4.0,19.3,0.0,5.3,1016.1,,
2022-02-13,10.8,6.5,17.6,0.0,6.0,1016.3,,
2022-02-14,11.6,4.9,18.9,0.0,6.2,1016.4,,
2022-02-15,11.9,7.6,19.1,0.0,7.3,1015.8,,
2022-02-16,11.4,6.0,19.4,0.0,7.2,1013.4,,
2022-02-17,11.5,5.2,20.2,0.0,6.9,1013.2,,
2022-02-18,12.0,5.1,19.8,0.0,7.0,1015.0,,
2022-02-19,11.9,8.0,20.3,0.0,7.9,1014.3,,
2022-02-20,9.8,5.6,19.0,0.0,10.8,1010.0,,
2022-02-21,9.7,4.6,17.0,1.8,7.6,1011.5,,
2022-02-22,10.8,4.8,18.3,0.0,9.7,1017.7,,
2022-02-23,12.8,5.9,20.1,0.0,6.1,1021.1,,
2022-02-24,13.5,6.6,22.8,0.0,6.6,1020.3,,
2022-02-25,12.8,1.6,20.1,0.0,8.8,1021.1,,
2022-02-26,13.0,5.9,21.1,0.0,7.2,1022.2,,
2022-02-27,13.5,7.6,22.1,0.0,8.3,1020.5,,
2022-02-28,13.7,6.4,22.4,0.0,7.3,1019.0,,
2022-03-01,14.3,7.1,23.4,0.0,7.1,1020.3,,
2022-03-02,14.4,8.1,23.6,0.0,9.6,1020.2,,
2022-03-03,14.8,7.4,24.5,0.0,10.7,1019.5,,
2022-03-04,15.3,8.6,24.8,0.0,9.2,1018.1,,
2022-03-05,15.4,7.4,24.6,0.0,8.9,1016.8,,
2022-03-06,16.4,8.6,26.1,0.0,7.0,1019.3,,
2022-03-07,17.8,10.1,27.8,0.0,7.3,1020.5,,
2022-03-08,18.2,10.1,29.0,0.0,8.0,1018.3,,
2022-03-09,18.2,10.1,28.6,0.0,8.8,1017.8,,
2022-03-10,17.9,10.8,27.1,0.0,9.6,1017.6,,
2022-03-11,17.8,11.2,26.9,0.0,8.2,1016.8,,
2022-03-12,18.2,10.4,27.9,0.0,9.6,1016.4,,
2022-03-13,18.8,11.4,29.0,0.0,7.7,1017.5,,
2022-03-14,20.0,12.1,29.9,0.0,7.2,1017.4,,
2022-03-15,20.5,13.0,30.8,0.0,9.2,1014.4,,
2022-03-16,20.2,13.2,29.1,4.6,9.2,1013.1,,
2022-03-17,20.6,13.9,28.4,4.6,7.7,1015.8,,
2022-03-18,20.4,14.0,30.9,0.0,6.8,1016.3,,
2022-03-19,21.3,14.6,31.1,0.0,8.7,1014.1,,
2022-03-20,21.0,14.0,30.3,0.0,9.0,1012.8,,
2022-03-21,20.3,14.2,28.9,0.0,9.4,1013.4,,
2022-03-22,19.9,14.4,30.1,0.0,8.1,1014.1,,
2022-03-23,19.9,15.2,29.4,0.0,9.1,1014.6,,
2022-03-24,18.9,13.6,28.8,0.0,10.0,1011.6,,
2022-03-25,19.8,12.6,28.1,0.3,13.4,1012.2,,
2022-03-26,19.8,13.2,29.6,0.0,8.2,1013.5,,
2022-03-27,20.1,12.1,28.6,0.0,10.4,1016.2,,
2022-03-28,20.1,15.1,27.8,0.0,9.9,1014.7,,
2022-03-29,20.2,16.0,26.0,0.0,9.1,1013.8,,
2022-03-30,20.0,16.8,25.4,0.0,7.2,1013.7,,
2022-03-31,20.5,17.4,26.8,0.0,9.8,1014.3,,
2022-04-01,20.8,16.2,26.2,0.0,7.1,1014.3,,
2022-04-02,21.8,17.1,28.4,0.0,9.8,1016.2,,
2022-04-03,22.2,18.0,29.8,0.0,8.5,1015.4,,
2022-04-04,22.0,17.2,27.8,,11.0,1014.9,,
2022-04-05,22.3,15.6,31.1,0.0,9.4,1018.4,,
2022-04-06,22.2,16.1,30.0,0.0,11.0,1018.6,,
2022-04-07,21.5,16.0,30.0,0.0,10.0,1017.7,,
2022-04-08,21.9,15.2,29.2,0.0,9.8,1016.0,,
2022-04-09,20.2,16.4,28.1,1.0,6.5,1014.5,,
2022-04-10,20.4,16.2,27.1,1.3,8.2,1012.6,,
2022-04-11,21.9,15.2,29.3,0.8,8.5,1012.9,,
2022-04-12,22.4,18.4,28.6,,11.5,1013.4,,
2022-04-13,22.4,17.6,31.0,0.0,9.0,1011.6,,
2022-04-14,22.6,16.0,31.1,3.0,10.3,1011.2,,
2022-04-15,22.5,14.1,31.6,0.0,8.8,1010.8,,
2022-04-16,22.2,14.1,31.6,0.0,9.8,1011.1,,
2022-04-17,21.8,13.4,31.1,0.0,9.5,1012.5,,
2022-04-18,22.5,13.6,32.1,0.0,9.2,1014.8,,
2022-04-19,21.0,16.8,29.6,0.0,10.1,1014.8,,
2022-04-20,19.5,14.6,26.7,2.3,5.4,1014.5,,
2022-04-21,22.1,17.0,30.2,0.3,8.2,1015.1,,
2022-04-22,20.6,17.1,29.6,0.0,13.3,1014.6,,
2022-04-23,21.9,13.6,30.6,1.0,9.0,1014.3,,
2022-04-24,22.6,14.8,32.2,0.0,9.7,1012.1,,
2022-04-25,22.8,14.6,31.4,,7.0,1012.5,,
2022-04-26,23.3,15.5,31.9,0.0,8.6,1013.9,,
2022-04-27,22.9,15.6,31.2,0.0,9.0,1013.8,,
2022-04-28,23.5,17.0,31.0,0.0,9.5,1015.2,,
2022-04-29,19.9,17.6,28.1,1.5,7.5,1013.2,,
2022-04-30,18.0,15.6,22.6,3.0,7.9,1012.2,,
2022-05-01,21.4,15.1,29.6,0.5,7.7,1012.4,,
2022-05-02,19.0,15.6,30.5,,6.9,1011.7,,
2022-05-03,20.7,13.6,27.6,5.1,7.4,1013.7,,
2022-05-04,20.7,17.8,27.7,,8.4,1015.3,,
2022-05-05,20.8,15.6,27.6,25.9,7.9,1014.2,,
2022-05-06,20.2,17.6,24.8,0.8,8.5,1014.6,,
2022-05-07,20.2,16.8,26.6,,7.6,1014.3,,
2022-05-08,20.4,17.6,28.1,1.3,7.6,1014.1,,
2022-05-09,21.3,16.4,26.6,,7.2,1014.5,,
2022-05-10,22.3,17.6,28.1,23.4,8.2,1013.6,,
2022-05-11,20.8,17.0,28.0,8.9,7.4,1012.2,,
2022-05-12,22.5,16.2,28.5,0.3,6.9,1011.1,,
2022-05-13,23.2,18.4,28.1,1.5,7.8,1007.7,,
2022-05-14,22.8,18.0,27.6,,8.2,1007.6,,
2022-05-15,22.0,20.6,25.1,0.0,5.4,1011.0,,
2022-05-16,22.3,18.5,30.1,,6.3,1009.9,,
2022-05-17,23.8,16.1,30.4,4.3,9.7,1010.3,,
2022-05-18,23.2,17.6,30.4,0.0,11.7,1011.8,,
2022-05-19,23.5,16.3,29.8,0.0,10.2,1011.3,,
2022-05-20,20.8,16.2,28.6,6.6,10.3,1009.5,,
2022-05-21,21.9,15.2,29.4,8.4,8.5,1006.4,,
2022-05-22,19.5,15.1,25.8,7.6,9.2,1006.1,,
2022-05-23,19.8,15.1,26.6,16.5,8.2,1008.6,,
2022-05-24,21.5,16.1,25.8,0.0,6.2,1012.7,,
2022-05-25,18.5,15.6,26.6,49.8,6.2,1013.5,,
2022-05-26,19.0,14.6,27.0,41.9,5.9,1011.2,,
2022-05-27,20.8,13.6,28.0,1.5,7.1,1009.0,,
2022-05-28,20.2,18.1,24.8,3.6,2.1,1008.5,,
2022-05-29,21.3,18.4,25.4,13.6,7.8,1008.8,,
2022-05-30,22.8,18.8,27.6,1.5,6.5,1008.9,,
2022-05-31,21.5,19.4,26.2,6.9,6.2,1009.6,,
2022-06-01,22.8,18.2,28.4,0.0,5.4,1009.8,,
2022-06-02,23.5,18.1,30.8,0.0,7.3,1008.4,,
2022-06-03,23.2,20.0,29.1,8.9,7.8,1008.6,,
2022-06-04,22.7,19.4,27.8,1.0,7.5,1008.0,,
2022-06-05,21.7,19.8,27.9,17.0,5.4,1009.4,,
2022-06-06,23.3,19.6,28.1,0.0,6.2,1008.2,,
2022-06-07,23.3,20.6,27.8,0.5,6.4,1008.2,,
2022-06-08,22.3,19.6,28.0,32.5,6.8,1006.2,,
2022-06-09,22.3,19.1,26.1,8.4,5.9,1004.8,,
2022-06-10,23.9,18.0,28.8,1.0,7.7,1006.8,,
2022-06-11,24.1,20.1,29.1,0.0,7.0,1008.0,,
2022-06-12,23.8,20.2,27.9,0.0,6.7,1009.1,,
2022-06-13,22.7,18.8,29.3,5.1,6.8,1009.2,,
2022-06-14,23.2,19.1,29.1,51.6,7.5,1008.1,,
2022-06-15,22.9,19.4,27.2,54.9,4.4,1006.8,,
2022-06-16,23.9,20.2,29.4,12.7,9.5,1007.6,,
2022-06-17,23.7,18.6,29.7,6.4,7.9,1008.7,,
2022-06-18,23.0,18.6,29.1,14.5,7.8,1008.5,,
2022-06-19,23.6,18.4,29.4,26.2,6.8,1008.2,,
2022-06-20,22.6,20.0,28.1,0.0,8.3,1007.4,,
2022-06-21,22.0,18.2,27.6,25.4,5.9,1007.2,,
2022-06-22,23.4,19.1,29.6,7.6,7.5,1010.8,,
2022-06-23,24.0,20.0,28.6,6.3,8.2,1011.5,,
2022-06-24,23.4,20.1,27.8,19.1,8.2,1009.0,,
2022-06-25,23.3,19.8,28.9,3.8,8.8,1008.7,,
2022-06-26,23.4,20.0,28.4,24.1,8.5,1010.5,,
2022-06-27,23.2,19.6,28.0,13.7,5.5,1010.6,,
2022-06-28,22.4,20.6,25.6,4.1,7.5,1008.2,,
2022-06-29,21.0,20.0,22.4,89.9,5.5,1006.9,,
2022-06-30,23.2,19.6,27.6,2.4,7.7,1008.7,,
2022-07-01,24.7,20.6,28.6,10.5,8.0,1008.6,,
2022-07-02,23.4,20.6,27.6,25.2,8.3,1007.5,,
2022-07-03,23.5,21.6,26.6,32.2,5.8,1007.7,,
2022-07-04,24.2,20.6,27.8,0.5,6.4,1007.8,,
2022-07-05,24.2,21.4,30.4,0.3,7.3,1008.2,,
2022-07-06,23.8,21.6,29.8,13.0,5.5,1012.5,,
2022-07-07,24.8,20.8,30.8,11.4,8.7,1011.9,,
2022-07-08,22.7,20.7,29.1,48.3,6.1,1009.8,,
2022-07-09,22.4,20.2,28.1,8.4,7.4,1009.5,,
2022-07-10,23.9,20.0,29.3,13.2,7.2,1009.1,,
2022-07-11,24.1,20.1,30.6,2.3,6.3,1009.5,,
2022-07-12,24.0,20.3,30.4,1.5,7.1,1008.5,,
2022-07-13,24.0,20.4,30.4,4.1,5.8,1008.6,,
2022-07-14,24.1,21.0,30.1,0.8,6.1,1008.2,,
2022-07-15,25.2,19.8,30.6,5.2,6.7,1011.0,,
2022-07-16,25.3,21.6,29.6,10.2,8.4,1011.3,,
2022-07-17,25.2,21.6,29.6,6.1,9.6,1012.1,,
2022-07-18,23.5,21.7,29.0,3.8,9.7,1009.6,,
2022-07-19,23.3,20.1,29.7,3.3,6.6,1009.2,,
2022-07-20,22.8,21.1,26.8,3.0,5.2,1008.2,,
2022-07-21,22.4,20.2,27.8,45.5,5.2,1010.3,,
2022-07-22,22.2,20.4,26.8,14.7,5.8,1012.4,,
2022-07-23,22.9,19.4,30.4,25.4,7.1,1012.4,,
2022-07-24,22.7,19.6,29.1,25.1,6.0,1013.2,,
2022-07-25,22.8,19.6,29.1,6.9,8.0,1014.6,,
2022-07-26,22.0,20.0,27.1,20.6,6.4,1014.6,,
2022-07-27,22.3,19.1,28.6,43.4,4.5,1015.0,,
2022-07-28,22.9,18.1,27.9,11.7,7.6,1015.2,,
2022-07-29,22.8,20.6,27.6,22.5,5.8,1013.4,,
2022-07-30,22.9,20.6,26.6,7.4,6.1,1011.4,,
2022-07-31,21.8,20.6,25.1,37.1,4.7,1008.6,,
2022-08-01,22.2,19.6,26.1,24.1,4.0,1008.6,,
2022-08-02,22.5,20.4,25.6,9.4,4.9,1009.6,,
2022-08-03,22.8,20.2,27.2,5.1,5.2,1011.6,,
2022-08-04,22.4,20.6,26.2,3.3,5.0,1013.2,,
2022-08-05,24.3,20.1,29.8,0.0,7.3,1010.9,,
2022-08-06,22.9,19.9,30.1,38.1,5.8,1008.4,,
2022-08-07,24.3,21.3,30.8,1.3,5.9,1009.4,,
2022-08-08,24.1,19.9,31.1,2.8,8.2,1008.1,,
2022-08-09,24.5,20.1,32.1,5.3,10.2,1008.0,,
2022-08-10,23.9,20.6,29.9,76.2,7.4,1006.8,,
2022-08-11,24.4,20.1,30.1,0.5,9.0,1009.2,,
2022-08-12,24.9,19.6,31.0,0.0,8.7,1009.6,,
2022-08-13,23.9,21.3,31.0,4.1,6.1,1009.1,,
2022-08-14,23.3,19.7,28.6,32.0,5.3,1010.9,,
2022-08-15,24.0,19.1,29.1,1.0,10.0,1014.1,,
2022-08-16,24.5,19.2,30.1,0.0,8.1,1013.7,,
2022-08-17,24.3,21.2,29.8,0.0,6.9,1011.7,,
2022-08-18,24.8,21.2,32.2,1.5,8.5,1008.4,,
2022-08-19,22.9,19.2,30.6,24.9,8.3,1009.6,,
2022-08-20,23.4,19.2,29.9,37.1,6.9,1010.8,,
2022-08-21,24.4,21.2,30.3,0.0,9.9,1009.9,,
2022-08-22,24.4,19.4,30.4,0.0,8.3,1010.5,,
2022-08-23,23.3,20.0,31.1,29.2,5.1,1011.6,,
2022-08-24,24.0,20.1,30.6,3.3,6.4,1014.5,,
2022-08-25,24.4,20.5,30.8,0.0,9.4,1012.9,,
2022-08-26,23.8,20.6,27.2,0.3,8.9,1011.8,,
2022-08-27,23.8,21.4,29.1,0.0,7.9,1010.2,,
2022-08-28,22.3,20.1,25.6,30.5,6.5,1012.3,,
2022-08-29,24.0,18.4,30.1,3.6,6.8,1015.4,,
2022-08-30,24.2,20.4,30.3,0.0,9.5,1015.2,,
2022-08-31,22.8,20.1,27.2,1.8,6.6,1013.0,,
2022-09-01,22.7,20.4,27.4,0.0,5.6,1014.7,,
2022-09-02,22.5,20.6,27.2,1.0,6.6,1014.7,,
2022-09-03,23.2,20.0,28.6,0.5,5.3,1010.9,,
2022-09-04,23.3,19.6,29.6,16.5,8.9,1010.4,,
2022-09-05,23.6,19.8,29.8,0.3,6.7,1011.6,,
2022-09-06,23.3,20.4,29.6,3.0,8.8,1012.5,,
2022-09-07,21.9,19.6,27.0,40.4,5.3,1014.7,,
2022-09-08,21.4,20.1,24.8,1.5,5.5,1016.6,,
