खुर्सानी हरियो(बुलेट),के जी,रू ५०.००,रू ६०.००,रू ५६.६७
खुर्सानी हरियो(माछे),के जी,रू ८०.००,रू ९०.००,रू ८६.६७
खुर्सानी हरियो(अकबरे),के जी,रू २२०.००,रू २५०.००,रू २३५.००
भेडे खु्र्सानी,के.जी.,रू १२०.००,रू १३०.००,रू १२६.६७
लसुन हरियो,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
हरियो धनिया,के.जी.,रू १२०.००,रू १५०.००,रू १४०.००
लसुन सुकेको चाइनिज,के.जी.,रू ३००.००,रू ३२०.००,रू ३१०.००
लसुन सुकेको नेपाली,के.जी.,रू १९०.००,रू २००.००,रू १९६.६७
छ्यापी सुकेको,के.जी.,रू ३२०.००,रू ३५०.००,रू ३३५.००
छ्यापी हरियो,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
ताजा माछा(रहु),के जी,रू २८५.००,रू ३००.००,रू २९५.००
ताजा माछा(बचुवा),के जी,रू २३५.००,रू २५०.००,रू २४५.००
ताजा माछा(छडी),के जी,रू २३०.००,रू २५०.००,रू २४०.००
ताजा माछा(मुंगरी),के जी,रू २३०.००,रू २५०.००,रू २४०.००
