Date,Unit,commodity,supply_Volume
2022-01-01,KG,Tomato_Small,142555.0
2022-01-01,KG,Potato_Red,70702.0
2022-01-01,KG,Potato_White,25000.0
2022-01-01,KG,Onion_Dried,115066.0
2022-01-01,KG,Carrot,9837.0
2022-01-01,KG,Cabbage,48295.0
2022-01-01,KG,Cauliflower_Local,119550.0
2022-01-01,KG,Radish_White,18230.0
2022-01-01,KG,Brinjal_Long,20100.0
2022-01-01,KG,Bean,6560.0
2022-01-01,KG,Pea_Shell,22850.0
2022-01-01,KG,Ghee_Beans,9496.0
2022-01-01,KG,Broad_Beans,10650.0
2022-01-01,KG,Bitter_Gourd,2990.0
2022-01-01,KG,Bottle_Gourd,2250.0
2022-01-01,KG,Pumpkin_Ripe,4700.0
2022-01-01,KG,Pumpkin_Green,12660.0
2022-01-01,KG,Lady_Finger,11000.0
2022-01-01,KG,Sweet_Potato,2710.0
2022-01-01,KG,Sponge_Gourd,3500.0
2022-01-01,KG,Taro,6425.0
2022-01-01,KG,Squash,2565.0
2022-01-01,KG,Mustard_Leaf,8447.0
2022-01-01,KG,Spinach,300.0
2022-01-01,KG,Chamsur_Leaf,230.0
2022-01-01,KG,Rapeseed_Leaf,200.0
2022-01-01,KG,Onion_Green,3100.0
2022-01-01,KG,Yam,15400.0
2022-01-01,KG,Mushroom,1290.0
2022-01-01,KG,Broccoli,13780.0
2022-01-01,KG,Beetroot,350.0
2022-01-01,KG,Apple,200.0
2022-01-01,KG,Banana,2450.0
2022-01-01,KG,Lemon,11125.0
2022-01-01,KG,Orange,9875.0
2022-01-01,KG,Cucumber,22340.0
2022-01-01,KG,Guava,10000.0
2022-01-01,KG,Hog_Plum,300.0
2022-01-01,KG,Ginger,14400.0
2022-01-01,KG,Chili_Green,10280.0
2022-01-01,KG,Chili_Bhede,17400.0
2022-01-01,KG,Garlic_Green,6200.0
2022-01-01,KG,Coriander_Leaf,3023.0
2022-01-01,KG,Garlic_Dried,3400.0
2022-01-01,KG,Fresh_Fish,24156.0
2022-01-01,KG,Other,2520.0
2022-01-01,KG,Total,848457.0
2022-01-02,KG,Onion_Green,2200.0
2022-01-02,KG,Mustard_Leaf,8835.0
2022-01-02,KG,Lime,2500.0
2022-01-02,KG,Coriander_Leaf,2750.0
2022-01-02,KG,Onion_Dried,100000.0
2022-01-02,KG,Chili_Bhede,9825.0
2022-01-02,KG,Bean,2900.0
2022-01-02,KG,Garlic_Green,2840.0
2022-01-02,KG,Pumpkin_Ripe,500.0
2022-01-02,KG,Pea_Shell,32000.0
2022-01-02,KG,Tomato_Big,8000.0
2022-01-02,KG,Pumpkin_Green,7530.0
2022-01-02,KG,Orange,12050.0
2022-01-02,KG,Carrot,11780.0
2022-01-02,KG,Chili_Green,100.0
2022-01-02,KG,Brinjal_Long,18050.0
2022-01-02,KG,Sweet_Potato,10000.0
2022-01-02,KG,Broccoli,2540.0
2022-01-02,KG,Ginger,1050.0
2022-01-02,KG,Bakul,2600.0
2022-01-02,KG,Sponge_Gourd,2500.0
2022-01-02,KG,Cabbage,64070.0
2022-01-02,KG,Garlic_Dried,3600.0
2022-01-02,KG,Ghee_Beans,4975.0
2022-01-02,KG,Broad_Beans,7900.0
2022-01-02,KG,Yam,19400.0
2022-01-02,KG,Mushroom,1320.0
2022-01-02,KG,Tomato_Small,124175.0
2022-01-02,KG,Banana,3100.0
2022-01-02,KG,Potato_Red,119118.0
2022-01-02,KG,Fresh_Fish,16058.0
2022-01-02,KG,Taro,4175.0
2022-01-02,KG,Lemon,700.0
2022-01-02,KG,Radish_White,47600.0
2022-01-02,KG,Squash,1000.0
2022-01-02,KG,Cauliflower_Local,77340.0
2022-01-02,KG,Lady_Finger,2250.0
2022-01-02,KG,Cucumber,9800.0
2022-01-02,KG,Total,747131.0
2022-01-03,KG,Tomato_Big,22375.0
2022-01-03,KG,Tomato_Small,100300.0
2022-01-03,KG,Potato_Red,168780.0
2022-01-03,KG,Onion_Dried,93000.0
2022-01-03,KG,Carrot,8105.0
2022-01-03,KG,Cabbage,38140.0
2022-01-03,KG,Cauliflower_Local,61353.0
2022-01-03,KG,Radish_Red,207.0
2022-01-03,KG,Radish_White,17500.0
2022-01-03,KG,Brinjal_Long,14115.0
2022-01-03,KG,Bean,500.0
2022-01-03,KG,Pea_Shell,13550.0
2022-01-03,KG,Ghee_Beans,12210.0
2022-01-03,KG,Broad_Beans,5575.0
2022-01-03,KG,Bitter_Gourd,3920.0
2022-01-03,KG,Bottle_Gourd,3500.0
2022-01-03,KG,Pointed_Gourd,2200.0
2022-01-03,KG,Pumpkin_Ripe,700.0
2022-01-03,KG,Pumpkin_Green,5980.0
2022-01-03,KG,Lady_Finger,11800.0
2022-01-03,KG,Sweet_Potato,10700.0
2022-01-03,KG,Sponge_Gourd,3080.0
2022-01-03,KG,Taro,19200.0
2022-01-03,KG,Squash,1800.0
2022-01-03,KG,Mustard_Leaf,10535.0
2022-01-03,KG,Onion_Green,4400.0
2022-01-03,KG,Bakul,3500.0
2022-01-03,KG,Yam,19830.0
2022-01-03,KG,Mushroom,1300.0
2022-01-03,KG,Broccoli,5264.0
2022-01-03,KG,Beetroot,800.0
2022-01-03,KG,Banana,750.0
2022-01-03,KG,Lemon,600.0
2022-01-03,KG,Orange,8900.0
2022-01-03,KG,Cucumber,16040.0
2022-01-03,KG,Guava,500.0
2022-01-03,KG,Guava,12000.0
2022-01-03,KG,Ginger,10350.0
2022-01-03,KG,Chili_Green,11190.0
2022-01-03,KG,Chili_Bhede,16500.0
2022-01-03,KG,Garlic_Green,7656.0
2022-01-03,KG,Coriander_Leaf,3850.0
2022-01-03,KG,Fresh_Fish,10570.0
2022-01-03,KG,Other,4045.0
2022-01-03,KG,Total,767170.0
2022-01-04,KG,Cauliflower_Local,66221.0
2022-01-04,KG,Sweet_Potato,100.0
2022-01-04,KG,Broccoli,7185.0
2022-01-04,KG,Squash,2900.0
2022-01-04,KG,Mustard_Leaf,7028.0
2022-01-04,KG,Mushroom,670.0
2022-01-04,KG,Chili_Green,16250.0
2022-01-04,KG,Chili_Bhede,1554.0
2022-01-04,KG,Tomato_Big,8000.0
2022-01-04,KG,Orange,20925.0
2022-01-04,KG,Other,5000.0
2022-01-04,KG,Coriander_Leaf,3175.0
2022-01-04,KG,Garlic_Green,3191.0
2022-01-04,KG,Tomato_Small,110475.0
2022-01-04,KG,Onion_Dried,18000.0
2022-01-04,KG,Ghee_Beans,8150.0
2022-01-04,KG,Broad_Beans,9440.0
2022-01-04,KG,Brinjal_Long,13475.0
2022-01-04,KG,Pea_Shell,42850.0
2022-01-04,KG,Potato_Red,221502.0
2022-01-04,KG,Garlic_Dried,10000.0
2022-01-04,KG,Onion_Green,720.0
2022-01-04,KG,Fresh_Fish,12070.0
2022-01-04,KG,Pumpkin_Green,9000.0
2022-01-04,KG,Cucumber,18450.0
2022-01-04,KG,Radish_White,17535.0
2022-01-04,KG,Taro,2550.0
2022-01-04,KG,Bean,3375.0
2022-01-04,KG,Lemon,68500.0
2022-01-04,KG,Bottle_Gourd,2545.0
2022-01-04,KG,Yam,22330.0
2022-01-04,KG,Cabbage,45128.0
2022-01-04,KG,Pumpkin_Ripe,1200.0
2022-01-04,KG,Carrot,9425.0
2022-01-04,KG,Bitter_Gourd,8720.0
2022-01-04,KG,Bakul,1700.0
2022-01-04,KG,Ginger,7700.0
2022-01-04,KG,Total,807039.0
2022-01-05,KG,Onion_Dried,137000.0
2022-01-05,KG,Chili_Bhede,3250.0
2022-01-05,KG,Carrot,5130.0
2022-01-05,KG,Radish_White,30600.0
2022-01-05,KG,Lemon,4500.0
2022-01-05,KG,Onion_Green,2300.0
2022-01-05,KG,Sweet_Potato,6950.0
2022-01-05,KG,Tomato_Big,32500.0
2022-01-05,KG,Pumpkin_Green,11850.0
2022-01-05,KG,Other,500.0
2022-01-05,KG,Potato_Red,227096.0
2022-01-05,KG,Garlic_Green,2800.0
2022-01-05,KG,Orange,21150.0
2022-01-05,KG,Cabbage,19740.0
2022-01-05,KG,Taro,10925.0
2022-01-05,KG,Ginger,17600.0
2022-01-05,KG,Fresh_Fish,12470.0
2022-01-05,KG,Tomato_Small,102850.0
2022-01-05,KG,Garlic_Dried,20000.0
2022-01-05,KG,Mushroom,764.0
2022-01-05,KG,Cauliflower_Local,79390.0
2022-01-05,KG,Apple,800.0
2022-01-05,KG,Ghee_Beans,10150.0
2022-01-05,KG,Bitter_Gourd,4620.0
2022-01-05,KG,Chili_Green,24510.0
2022-01-05,KG,Broad_Beans,9900.0
2022-01-05,KG,Yam,36350.0
2022-01-05,KG,Banana,1500.0
2022-01-05,KG,Coriander_Leaf,2790.0
2022-01-05,KG,Bottle_Gourd,4400.0
2022-01-05,KG,Cucumber,23170.0
2022-01-05,KG,Sponge_Gourd,2200.0
2022-01-05,KG,Mustard_Leaf,6050.0
2022-01-05,KG,Hog_Plum,700.0
2022-01-05,KG,Bean,1600.0
2022-01-05,KG,Beetroot,200.0
2022-01-05,KG,Broccoli,10465.0
2022-01-05,KG,Bakul,375.0
2022-01-05,KG,Pea_Shell,38650.0
2022-01-05,KG,Pumpkin_Ripe,9795.0
2022-01-05,KG,Brinjal_Long,3600.0
2022-01-05,KG,Total,941190.0
2022-01-06,KG,Tomato_Big,11250.0
2022-01-06,KG,Tomato_Small,70125.0
2022-01-06,KG,Potato_Red,179372.0
2022-01-06,KG,Onion_Dried,91200.0
2022-01-06,KG,Carrot,5200.0
2022-01-06,KG,Cabbage,28295.0
2022-01-06,KG,Cauliflower_Local,66240.0
2022-01-06,KG,Radish_White,12400.0
2022-01-06,KG,Brinjal_Long,5825.0
2022-01-06,KG,Brinjal_Round,325.0
2022-01-06,KG,Bean,2700.0
2022-01-06,KG,Pea_Shell,28750.0
2022-01-06,KG,Ghee_Beans,17450.0
2022-01-06,KG,Broad_Beans,3000.0
2022-01-06,KG,Bitter_Gourd,5690.0
2022-01-06,KG,Bottle_Gourd,3100.0
2022-01-06,KG,Pointed_Gourd,5000.0
2022-01-06,KG,Pumpkin_Ripe,6000.0
2022-01-06,KG,Pumpkin_Green,8660.0
2022-01-06,KG,Lady_Finger,1950.0
2022-01-06,KG,Sweet_Potato,14000.0
2022-01-06,KG,Sponge_Gourd,1600.0
2022-01-06,KG,Taro,9050.0
2022-01-06,KG,Squash,3100.0
2022-01-06,KG,Mustard_Leaf,6880.0
2022-01-06,KG,Spinach,350.0
2022-01-06,KG,Chamsur_Leaf,300.0
2022-01-06,KG,Onion_Green,6700.0
2022-01-06,KG,Bakul,3500.0
2022-01-06,KG,Yam,60260.0
2022-01-06,KG,Mushroom,2129.0
2022-01-06,KG,Broccoli,4675.0
2022-01-06,Per_Item,Green_Corn,2000.0
2022-01-06,KG,Banana,1500.0
2022-01-06,KG,Lemon,1700.0
2022-01-06,KG,Orange,27625.0
2022-01-06,KG,Cucumber,12850.0
2022-01-06,KG,Guava,10000.0
2022-01-06,KG,Ginger,4000.0
2022-01-06,KG,Chili_Green,25000.0
2022-01-06,KG,Chili_Bhede,4450.0
2022-01-06,KG,Garlic_Green,3350.0
2022-01-06,KG,Coriander_Leaf,3000.0
2022-01-06,KG,Garlic_Dried,2600.0
2022-01-06,KG,Fresh_Fish,16418.0
2022-01-06,KG,Other,700.0
2022-01-06,KG,Total,780269.0
2022-01-07,KG,Coriander_Leaf,510.0
2022-01-07,KG,Cucumber,15620.0
2022-01-07,KG,Carrot,7090.0
2022-01-07,KG,Tomato_Big,32500.0
2022-01-07,KG,Yam,31260.0
2022-01-07,KG,Bitter_Gourd,7600.0
2022-01-07,KG,Tomato_Small,87250.0
2022-01-07,KG,Sponge_Gourd,500.0
2022-01-07,KG,Potato_Red,238822.0
2022-01-07,KG,Banana,1800.0
2022-01-07,KG,Broccoli,9599.0
2022-01-07,KG,Chili_Green,8200.0
2022-01-07,KG,Pumpkin_Green,7185.0
2022-01-07,KG,Mushroom,1720.0
2022-01-07,KG,Ghee_Beans,14475.0
2022-01-07,KG,Garlic_Green,5400.0
2022-01-07,KG,Mustard_Leaf,6506.0
2022-01-07,KG,Sweet_Potato,5300.0
2022-01-07,KG,Cabbage,13736.0
2022-01-07,KG,Fresh_Fish,18950.0
2022-01-07,KG,Bean,1700.0
2022-01-07,KG,Potato_White,7000.0
2022-01-07,KG,Lemon,13100.0
2022-01-07,KG,Bottle_Gourd,1650.0
2022-01-07,KG,Taro,23725.0
2022-01-07,KG,Garlic_Dried,1200.0
2022-01-07,KG,Brinjal_Long,10800.0
2022-01-07,KG,Chili_Bhede,8650.0
2022-01-07,KG,Pea_Shell,28100.0
2022-01-07,KG,Beetroot,400.0
2022-01-07,KG,Orange,20975.0
2022-01-07,KG,Ginger,5500.0
2022-01-07,KG,Onion_Green,5140.0
2022-01-07,KG,Broad_Beans,4000.0
2022-01-07,KG,Radish_White,18195.0
2022-01-07,KG,Onion_Dried,95000.0
2022-01-07,KG,Cauliflower_Local,81578.0
2022-01-07,KG,Lady_Finger,2460.0
2022-01-07,KG,Total,843196.0
2022-01-08,KG,Cauliflower_Local,84775.0
2022-01-08,KG,Hog_Plum,1650.0
2022-01-08,KG,Broccoli,7735.0
2022-01-08,KG,Squash,2100.0
2022-01-08,KG,Taro,8250.0
2022-01-08,KG,Bottle_Gourd,6550.0
2022-01-08,KG,Cabbage,31442.0
2022-01-08,KG,Ginger,7890.0
2022-01-08,KG,Mustard_Leaf,8495.0
2022-01-08,KG,Bitter_Gourd,4040.0
2022-01-08,KG,Ghee_Beans,14755.0
2022-01-08,KG,Chili_Bhede,3800.0
2022-01-08,KG,Yam,64200.0
2022-01-08,KG,Pumpkin_Ripe,3500.0
2022-01-08,KG,Pea_Shell,6300.0
2022-01-08,KG,Broad_Beans,5560.0
2022-01-08,KG,Fresh_Fish,23986.0
2022-01-08,KG,Other,7300.0
2022-01-08,KG,Bakul,1000.0
2022-01-08,KG,Garlic_Green,2200.0
2022-01-08,KG,Mushroom,2791.0
2022-01-08,KG,Lady_Finger,700.0
2022-01-08,KG,Bean,3100.0
2022-01-08,KG,Garlic_Dried,1090.0
2022-01-08,KG,Orange,9675.0
2022-01-08,KG,Sponge_Gourd,60.0
2022-01-08,KG,Cucumber,16440.0
2022-01-08,KG,Radish_White,26764.0
2022-01-08,KG,Beetroot,600.0
2022-01-08,KG,Onion_Green,2900.0
2022-01-08,KG,Potato_Red,207872.0
2022-01-08,KG,Tomato_Small,88300.0
2022-01-08,KG,Carrot,4950.0
2022-01-08,KG,Brinjal_Long,22875.0
2022-01-08,KG,Onion_Dried,132000.0
2022-01-08,KG,Coriander_Leaf,1400.0
2022-01-08,KG,Chili_Green,7456.0
2022-01-08,KG,Sweet_Potato,6500.0
2022-01-08,KG,Pumpkin_Green,6747.0
2022-01-08,KG,Total,837748.0
2022-01-09,KG,Fresh_Fish,13794.0
2022-01-09,KG,Brinjal_Long,8350.0
2022-01-09,KG,Taro,11800.0
2022-01-09,KG,Bakul,5100.0
2022-01-09,KG,Banana,2400.0
2022-01-09,KG,Carrot,8035.0
2022-01-09,KG,Sweet_Potato,25000.0
2022-01-09,KG,Tomato_Small,140200.0
2022-01-09,KG,Mustard_Leaf,6680.0
2022-01-09,KG,Broccoli,6380.0
2022-01-09,KG,Pumpkin_Ripe,5100.0
2022-01-09,KG,Bean,900.0
2022-01-09,KG,Lemon,33600.0
2022-01-09,KG,Cabbage,23040.0
2022-01-09,KG,Chili_Bhede,200.0
2022-01-09,KG,Cauliflower_Local,68892.0
2022-01-09,KG,Hog_Plum,300.0
2022-01-09,KG,Onion_Green,5100.0
2022-01-09,KG,Lady_Finger,3360.0
2022-01-09,KG,Ghee_Beans,12240.0
2022-01-09,KG,Sponge_Gourd,1500.0
2022-01-09,KG,Cucumber,9900.0
2022-01-09,KG,Squash,500.0
2022-01-09,KG,Pumpkin_Green,11810.0
2022-01-09,KG,Bottle_Gourd,1840.0
2022-01-09,KG,Radish_White,11920.0
2022-01-09,KG,Coriander_Leaf,1440.0
2022-01-09,KG,Broad_Beans,2250.0
2022-01-09,KG,Mushroom,3166.0
2022-01-09,KG,Orange,17600.0
2022-01-09,KG,Onion_Dried,175000.0
2022-01-09,KG,Garlic_Green,4700.0
2022-01-09,KG,Other,2000.0
2022-01-09,KG,Yam,69160.0
2022-01-09,KG,Potato_Red,131908.0
2022-01-09,KG,Pea_Shell,13575.0
2022-01-09,KG,Tomato_Big,34500.0
2022-01-09,KG,Ginger,15090.0
2022-01-09,KG,Total,888330.0
2022-01-10,KG,Potato_Red,179676.0
2022-01-10,KG,Cabbage,37170.0
2022-01-10,KG,Chili_Dried,640.0
2022-01-10,KG,Pea_Shell,15600.0
2022-01-10,KG,Sponge_Gourd,1200.0
2022-01-10,KG,Yam,176690.0
2022-01-10,KG,Tomato_Big,14000.0
2022-01-10,KG,Cauliflower_Local,94340.0
2022-01-10,KG,Ginger,10425.0
2022-01-10,KG,Taro,35630.0
2022-01-10,KG,Bitter_Gourd,11080.0
2022-01-10,KG,Onion_Green,2800.0
2022-01-10,KG,Bottle_Gourd,2930.0
2022-01-10,KG,Mustard_Leaf,8250.0
2022-01-10,KG,Onion_Dried,180000.0
2022-01-10,KG,Cucumber,9280.0
2022-01-10,KG,Sweet_Potato,20400.0
2022-01-10,KG,Other,3000.0
2022-01-10,KG,Bakul,4600.0
2022-01-10,KG,Coriander_Leaf,2440.0
2022-01-10,KG,Hog_Plum,300.0
2022-01-10,KG,Chili_Bhede,2500.0
2022-01-10,KG,Beetroot,1000.0
2022-01-10,KG,Broad_Beans,4200.0
2022-01-10,KG,Mushroom,12135.0
2022-01-10,KG,Pumpkin_Green,8770.0
2022-01-10,KG,Lemon,1100.0
2022-01-10,KG,Carrot,11885.0
2022-01-10,KG,Tomato_Small,111500.0
2022-01-10,KG,Lady_Finger,5760.0
2022-01-10,KG,Radish_White,15975.0
2022-01-10,KG,Chili_Green,10560.0
2022-01-10,KG,Broccoli,12480.0
2022-01-10,KG,Pumpkin_Ripe,1020.0
2022-01-10,KG,Fresh_Fish,17411.0
2022-01-10,KG,Brinjal_Long,11400.0
2022-01-10,KG,Garlic_Dried,4100.0
2022-01-10,KG,Orange,15775.0
2022-01-10,KG,Garlic_Green,800.0
2022-01-10,KG,Ghee_Beans,9300.0
2022-01-10,KG,Total,1068122.0
2022-01-11,KG,Mustard_Leaf,7200.0
2022-01-11,KG,Sponge_Gourd,1000.0
2022-01-11,KG,Tomato_Small,110190.0
2022-01-11,KG,Ginger,3750.0
2022-01-11,KG,Chili_Bhede,2450.0
2022-01-11,KG,Pumpkin_Green,11160.0
2022-01-11,KG,Pumpkin_Ripe,10500.0
2022-01-11,KG,Carrot,15975.0
2022-01-11,KG,Fresh_Fish,18112.0
2022-01-11,KG,Other,6500.0
2022-01-11,KG,Taro,22585.0
2022-01-11,KG,Cabbage,24095.0
2022-01-11,KG,Onion_Dried,117000.0
2022-01-11,KG,Orange,23475.0
2022-01-11,KG,Bitter_Gourd,10600.0
2022-01-11,KG,Sweet_Potato,13650.0
2022-01-11,KG,Garlic_Green,2550.0
2022-01-11,KG,Cauliflower_Local,75170.0
2022-01-11,KG,Tomato_Big,25000.0
2022-01-11,KG,Broccoli,8150.0
2022-01-11,KG,Bottle_Gourd,1800.0
2022-01-11,KG,Yam,245330.0
2022-01-11,KG,Broad_Beans,8150.0
2022-01-11,KG,Chili_Green,19600.0
2022-01-11,KG,Garlic_Dried,5100.0
2022-01-11,KG,Potato_Red,84466.0
2022-01-11,KG,Beetroot,400.0
2022-01-11,KG,Radish_White,33070.0
2022-01-11,KG,Squash,1900.0
2022-01-11,KG,Pea_Shell,16450.0
2022-01-11,KG,Banana,1500.0
2022-01-11,KG,Onion_Green,2300.0
2022-01-11,KG,Lemon,10600.0
2022-01-11,KG,Ghee_Beans,12550.0
2022-01-11,KG,Mushroom,980.0
2022-01-11,KG,Coriander_Leaf,4905.0
2022-01-11,KG,Hog_Plum,1800.0
2022-01-11,KG,Cucumber,16200.0
2022-01-11,KG,Brinjal_Long,11175.0
2022-01-11,KG,Lady_Finger,9000.0
2022-01-11,KG,Total,996388.0
2022-01-12,KG,Ghee_Beans,13300.0
2022-01-12,KG,Ginger,500.0
2022-01-12,KG,Bottle_Gourd,950.0
2022-01-12,KG,Squash,3670.0
2022-01-12,KG,Radish_White,12535.0
2022-01-12,KG,Mushroom,2325.0
2022-01-12,KG,Chili_Bhede,2815.0
2022-01-12,KG,Sponge_Gourd,1080.0
2022-01-12,KG,Pumpkin_Green,15480.0
2022-01-12,KG,Fenugreek_Leaf,1600.0
2022-01-12,KG,Orange,20225.0
2022-01-12,KG,Sweet_Potato,18400.0
2022-01-12,KG,Bakul,2900.0
2022-01-12,KG,Carrot,5050.0
2022-01-12,KG,Pea_Shell,8950.0
2022-01-12,KG,Onion_Dried,134000.0
2022-01-12,KG,Brinjal_Long,10200.0
2022-01-12,KG,Guava,11000.0
2022-01-12,KG,Yam,170590.0
2022-01-12,KG,Garlic_Green,5250.0
2022-01-12,KG,Cauliflower_Local,68550.0
2022-01-12,KG,Lemon,19000.0
2022-01-12,KG,Onion_Green,3200.0
2022-01-12,KG,Fresh_Fish,15160.0
2022-01-12,KG,Tomato_Small,70150.0
2022-01-12,KG,Cucumber,22020.0
2022-01-12,KG,Cabbage,20500.0
2022-01-12,KG,Tomato_Big,12000.0
2022-01-12,KG,Coriander_Leaf,2150.0
2022-01-12,KG,Bitter_Gourd,4700.0
2022-01-12,KG,Taro,30600.0
2022-01-12,KG,Chili_Green,19050.0
2022-01-12,KG,Broccoli,4810.0
2022-01-12,KG,Banana,1500.0
2022-01-12,KG,Mustard_Leaf,5677.0
2022-01-12,KG,Beetroot,900.0
2022-01-12,KG,Potato_Red,158816.0
2022-01-12,KG,Broad_Beans,3280.0
2022-01-12,KG,Total,902883.0
2022-01-13,KG,Bottle_Gourd,5100.0
2022-01-13,KG,Cucumber,19100.0
2022-01-13,KG,Ginger,4410.0
2022-01-13,KG,Pumpkin_Green,11310.0
2022-01-13,KG,Banana,640.0
2022-01-13,KG,Potato_Red,86864.0
2022-01-13,KG,Carrot,7250.0
2022-01-13,KG,Guava,2600.0
2022-01-13,KG,Ghee_Beans,11025.0
2022-01-13,KG,Fresh_Fish,19700.0
2022-01-13,KG,Cauliflower_Local,82010.0
2022-01-13,KG,Pumpkin_Ripe,1000.0
2022-01-13,KG,Chili_Bhede,11750.0
2022-01-13,KG,Tomato_Small,83875.0
2022-01-13,KG,Bitter_Gourd,11300.0
2022-01-13,KG,Coriander_Leaf,1400.0
2022-01-13,KG,Broad_Beans,2900.0
2022-01-13,KG,Bakul,4200.0
2022-01-13,KG,Other,400.0
2022-01-13,KG,Sweet_Potato,43300.0
2022-01-13,KG,Yam,131570.0
2022-01-13,KG,Squash,1300.0
2022-01-13,KG,Radish_White,10725.0
2022-01-13,KG,Snake_Gourd,210.0
2022-01-13,KG,Hog_Plum,605.0
2022-01-13,KG,Onion_Green,1400.0
2022-01-13,KG,Chili_Green,14000.0
2022-01-13,KG,Cabbage,30350.0
2022-01-13,KG,Onion_Dried,22000.0
2022-01-13,KG,Pea_Shell,37250.0
2022-01-13,KG,Spinach,50.0
2022-01-13,KG,Orange,24000.0
2022-01-13,KG,Mushroom,1480.0
2022-01-13,KG,Mustard_Leaf,4125.0
2022-01-13,KG,Tamarind,10000.0
2022-01-13,KG,Bean,3700.0
2022-01-13,KG,Chamsur_Leaf,50.0
2022-01-13,KG,Taro,4800.0
2022-01-13,KG,Broccoli,2800.0
2022-01-13,KG,Garlic_Green,3650.0
2022-01-13,KG,Tomato_Big,12000.0
2022-01-13,KG,Fenugreek_Leaf,200.0
2022-01-13,KG,Total,726399.0
2022-01-14,KG,Yam,52675.0
2022-01-14,KG,Chili_Bhede,925.0
2022-01-14,KG,Lady_Finger,7000.0
2022-01-14,KG,Broccoli,6600.0
2022-01-14,KG,Ginger,2500.0
2022-01-14,KG,Radish_White,29895.0
2022-01-14,KG,Mustard_Leaf,7500.0
2022-01-14,KG,Tomato_Small,68475.0
2022-01-14,KG,Garlic_Dried,1000.0
2022-01-14,KG,Broad_Beans,4550.0
2022-01-14,KG,Chili_Green,4050.0
2022-01-14,KG,Sweet_Potato,14770.0
2022-01-14,KG,Mushroom,1102.0
2022-01-14,KG,Potato_Red,172664.0
2022-01-14,KG,Onion_Dried,154000.0
2022-01-14,KG,Ghee_Beans,8025.0
2022-01-14,KG,Bottle_Gourd,5100.0
2022-01-14,KG,Orange,17325.0
2022-01-14,KG,Spinach,800.0
2022-01-14,KG,Garlic_Green,10310.0
2022-01-14,KG,Other,200.0
2022-01-14,KG,Coriander_Leaf,6570.0
2022-01-14,KG,Squash,3960.0
2022-01-14,KG,Carrot,5245.0
2022-01-14,KG,Chamsur_Leaf,700.0
2022-01-14,KG,Cucumber,9775.0
2022-01-14,KG,Taro,2250.0
2022-01-14,KG,Pumpkin_Ripe,2000.0
2022-01-14,KG,Cabbage,19010.0
2022-01-14,KG,Bitter_Gourd,3700.0
2022-01-14,KG,Pea_Shell,23700.0
2022-01-14,KG,Fresh_Fish,15352.0
2022-01-14,KG,Cauliflower_Local,51130.0
2022-01-14,KG,Bean,1450.0
2022-01-14,KG,Onion_Green,800.0
2022-01-14,KG,Pumpkin_Green,10060.0
2022-01-14,KG,Lemon,29150.0
2022-01-14,KG,Radish_Red,60.0
2022-01-14,KG,Guava,10000.0
2022-01-14,KG,Brinjal_Long,4350.0
2022-01-14,KG,Total,768728.0
2022-01-15,KG,Orange,14325.0
2022-01-15,KG,Chili_Green,10010.0
2022-01-15,KG,Mustard_Leaf,4310.0
2022-01-15,KG,Sweet_Potato,14500.0
2022-01-15,KG,Cauliflower_Local,34190.0
2022-01-15,KG,Carrot,5660.0
2022-01-15,KG,Beetroot,400.0
2022-01-15,KG,Garlic_Green,2800.0
2022-01-15,KG,Lemon,21000.0
2022-01-15,KG,Pumpkin_Green,11480.0
2022-01-15,KG,Chili_Bhede,5100.0
2022-01-15,KG,Bitter_Gourd,7600.0
2022-01-15,KG,Cabbage,24320.0
2022-01-15,KG,Broad_Beans,2640.0
2022-01-15,KG,Ghee_Beans,8400.0
2022-01-15,KG,Potato_Red,144338.0
2022-01-15,KG,Onion_Dried,113000.0
2022-01-15,KG,Pea_Shell,21050.0
2022-01-15,KG,Brinjal_Long,9500.0
2022-01-15,KG,Radish_White,19590.0
2022-01-15,KG,Mushroom,1323.0
2022-01-15,KG,Garlic_Dried,15500.0
2022-01-15,KG,Cucumber,14100.0
2022-01-15,KG,Bottle_Gourd,2000.0
2022-01-15,KG,Coriander_Leaf,2010.0
2022-01-15,KG,Ginger,5450.0
2022-01-15,KG,Lady_Finger,2400.0
2022-01-15,KG,Yam,6200.0
2022-01-15,KG,Squash,2600.0
2022-01-15,KG,Broccoli,2345.0
2022-01-15,KG,Fresh_Fish,29519.0
2022-01-15,KG,Tomato_Small,85550.0
2022-01-15,KG,Total,643210.0
2022-01-16,KG,Chili_Bhede,24600.0
2022-01-16,KG,Pumpkin_Ripe,4700.0
2022-01-16,KG,Broad_Beans,5700.0
2022-01-16,KG,Potato_Red,209990.0
2022-01-16,KG,Radish_White,18475.0
2022-01-16,KG,Brinjal_Long,11900.0
2022-01-16,KG,Banana,1000.0
2022-01-16,KG,Cucumber,9660.0
2022-01-16,KG,Broccoli,10075.0
2022-01-16,KG,Pumpkin_Green,8550.0
2022-01-16,KG,Onion_Green,2000.0
2022-01-16,KG,Chili_Green,150.0
2022-01-16,KG,Mustard_Leaf,3010.0
2022-01-16,KG,Ginger,1700.0
2022-01-16,KG,Orange,16155.0
2022-01-16,KG,Coriander_Leaf,1220.0
2022-01-16,KG,Yam,60.0
2022-01-16,KG,Ghee_Beans,6350.0
2022-01-16,KG,Bakul,2500.0
